"REF_DATE","GEO","DGUID","Estimates","Commodity","Farm area, production, value","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","British Columbia","2021A000259","Cultivated area, total","Fresh apples [114114111]","Hectares","Hectares","149","units","0","v52151337","13.6.1.8","3838","","","","0"
"2019","British Columbia","2021A000259","Cultivated area, total","Fresh apples [114114111]","Hectares","Hectares","149","units","0","v52151337","13.6.1.8","3845","","","","0"
"2020","British Columbia","2021A000259","Cultivated area, total","Fresh apples [114114111]","Hectares","Hectares","149","units","0","v52151337","13.6.1.8","3822","","","","0"
"2021","British Columbia","2021A000259","Cultivated area, total","Fresh apples [114114111]","Hectares","Hectares","149","units","0","v52151337","13.6.1.8","3727","","","","0"
"2022","British Columbia","2021A000259","Cultivated area, total","Fresh apples [114114111]","Hectares","Hectares","149","units","0","v52151337","13.6.1.8","3607","","","","0"
"2023","British Columbia","2021A000259","Cultivated area, total","Fresh apples [114114111]","Hectares","Hectares","149","units","0","v52151337","13.6.1.8","3526","","","","0"
"2007","British Columbia","2021A000259","Cultivated area, total","Fresh apricots [114114431]","Hectares","Hectares","149","units","0","v52151361","13.6.9.8","134","","","","0"
"2008","British Columbia","2021A000259","Cultivated area, total","Fresh apricots [114114431]","Hectares","Hectares","149","units","0","v52151361","13.6.9.8","182","","","","0"
"2009","British Columbia","2021A000259","Cultivated area, total","Fresh apricots [114114431]","Hectares","Hectares","149","units","0","v52151361","13.6.9.8","81","","","","0"
"2010","British Columbia","2021A000259","Cultivated area, total","Fresh apricots [114114431]","Hectares","Hectares","149","units","0","v52151361","13.6.9.8","75","","","","0"
"2011","British Columbia","2021A000259","Cultivated area, total","Fresh apricots [114114431]","Hectares","Hectares","149","units","0","v52151361","13.6.9.8","94","","","","0"
"2012","British Columbia","2021A000259","Cultivated area, total","Fresh apricots [114114431]","Hectares","Hectares","149","units","0","v52151361","13.6.9.8","95","","","","0"
"2013","British Columbia","2021A000259","Cultivated area, total","Fresh apricots [114114431]","Hectares","Hectares","149","units","0","v52151361","13.6.9.8","96","","","","0"
"2014","British Columbia","2021A000259","Cultivated area, total","Fresh apricots [114114431]","Hectares","Hectares","149","units","0","v52151361","13.6.9.8","97","","","","0"
"2015","British Columbia","2021A000259","Cultivated area, total","Fresh apricots [114114431]","Hectares","Hectares","149","units","0","v52151361","13.6.9.8","98","","","","0"
"2016","British Columbia","2021A000259","Cultivated area, total","Fresh apricots [114114431]","Hectares","Hectares","149","units","0","v52151361","13.6.9.8","98","","","","0"
"2017","British Columbia","2021A000259","Cultivated area, total","Fresh apricots [114114431]","Hectares","Hectares","149","units","0","v52151361","13.6.9.8","93","","","","0"
"2018","British Columbia","2021A000259","Cultivated area, total","Fresh apricots [114114431]","Hectares","Hectares","149","units","0","v52151361","13.6.9.8","92","","","","0"
"2019","British Columbia","2021A000259","Cultivated area, total","Fresh apricots [114114431]","Hectares","Hectares","149","units","0","v52151361","13.6.9.8","91","","","","0"
"2020","British Columbia","2021A000259","Cultivated area, total","Fresh apricots [114114431]","Hectares","Hectares","149","units","0","v52151361","13.6.9.8","81","","","","0"
"2021","British Columbia","2021A000259","Cultivated area, total","Fresh apricots [114114431]","Hectares","Hectares","149","units","0","v52151361","13.6.9.8","74","","","","0"
"2022","British Columbia","2021A000259","Cultivated area, total","Fresh apricots [114114431]","Hectares","Hectares","149","units","0","v52151361","13.6.9.8","72","","","","0"
"2023","British Columbia","2021A000259","Cultivated area, total","Fresh apricots [114114431]","Hectares","Hectares","149","units","0","v52151361","13.6.9.8","72","","","","0"
"2002","British Columbia","2021A000259","Cultivated area, total","Fresh blueberries [1141114]","Hectares","Hectares","149","units","0","v52151340","13.6.2.8","2954","","","","0"
"2003","British Columbia","2021A000259","Cultivated area, total","Fresh blueberries [1141114]","Hectares","Hectares","149","units","0","v52151340","13.6.2.8","2995","","","","0"
"2004","British Columbia","2021A000259","Cultivated area, total","Fresh blueberries [1141114]","Hectares","Hectares","149","units","0","v52151340","13.6.2.8","3642","","","","0"
"2005","British Columbia","2021A000259","Cultivated area, total","Fresh blueberries [1141114]","Hectares","Hectares","149","units","0","v52151340","13.6.2.8","4128","","","","0"
"2006","British Columbia","2021A000259","Cultivated area, total","Fresh blueberries [1141114]","Hectares","Hectares","149","units","0","v52151340","13.6.2.8","5261","","","","0"
"2007","British Columbia","2021A000259","Cultivated area, total","Fresh blueberries [1141114]","Hectares","Hectares","149","units","0","v52151340","13.6.2.8","6475","","","","0"
"2008","British Columbia","2021A000259","Cultivated area, total","Fresh blueberries [1141114]","Hectares","Hectares","149","units","0","v52151340","13.6.2.8","7284","","","","0"
"2009","British Columbia","2021A000259","Cultivated area, total","Fresh blueberries [1141114]","Hectares","Hectares","149","units","0","v52151340","13.6.2.8","7689","","","","0"
"2010","British Columbia","2021A000259","Cultivated area, total","Fresh blueberries [1141114]","Hectares","Hectares","149","units","0","v52151340","13.6.2.8","7626","","","","0"
"2011","British Columbia","2021A000259","Cultivated area, total","Fresh blueberries [1141114]","Hectares","Hectares","149","units","0","v52151340","13.6.2.8","8441","","","","0"
"2012","British Columbia","2021A000259","Cultivated area, total","Fresh blueberries [1141114]","Hectares","Hectares","149","units","0","v52151340","13.6.2.8","8661","","","","0"
"2013","British Columbia","2021A000259","Cultivated area, total","Fresh blueberries [1141114]","Hectares","Hectares","149","units","0","v52151340","13.6.2.8","8882","","","","0"
"2014","British Columbia","2021A000259","Cultivated area, total","Fresh blueberries [1141114]","Hectares","Hectares","149","units","0","v52151340","13.6.2.8","9103","","","","0"
"2015","British Columbia","2021A000259","Cultivated area, total","Fresh blueberries [1141114]","Hectares","Hectares","149","units","0","v52151340","13.6.2.8","9342","","","","0"
"2016","British Columbia","2021A000259","Cultivated area, total","Fresh blueberries [1141114]","Hectares","Hectares","149","units","0","v52151340","13.6.2.8","9545","","","","0"
"2017","British Columbia","2021A000259","Cultivated area, total","Fresh blueberries [1141114]","Hectares","Hectares","149","units","0","v52151340","13.6.2.8","10068","","","","0"
"2018","British Columbia","2021A000259","Cultivated area, total","Fresh blueberries [1141114]","Hectares","Hectares","149","units","0","v52151340","13.6.2.8","10117","","","","0"
"2019","British Columbia","2021A000259","Cultivated area, total","Fresh blueberries [1141114]","Hectares","Hectares","149","units","0","v52151340","13.6.2.8","10741","","","","0"
"2020","British Columbia","2021A000259","Cultivated area, total","Fresh blueberries [1141114]","Hectares","Hectares","149","units","0","v52151340","13.6.2.8","10705","","","","0"
"2021","British Columbia","2021A000259","Cultivated area, total","Fresh blueberries [1141114]","Hectares","Hectares","149","units","0","v52151340","13.6.2.8","11215","","","","0"
"2022","British Columbia","2021A000259","Cultivated area, total","Fresh blueberries [1141114]","Hectares","Hectares","149","units","0","v52151340","13.6.2.8","10810","","","","0"
"2023","British Columbia","2021A000259","Cultivated area, total","Fresh blueberries [1141114]","Hectares","Hectares","149","units","0","v52151340","13.6.2.8","10719","","","","0"
"2007","British Columbia","2021A000259","Cultivated area, total","Fresh sour cherries [114114521]","Hectares","Hectares","149","units","0","v52151364","13.6.10.8","49","","","","0"
"2008","British Columbia","2021A000259","Cultivated area, total","Fresh sour cherries [114114521]","Hectares","Hectares","149","units","0","v52151364","13.6.10.8","","F","","","0"
"2009","British Columbia","2021A000259","Cultivated area, total","Fresh sour cherries [114114521]","Hectares","Hectares","149","units","0","v52151364","13.6.10.8","30","E","","","0"
"2010","British Columbia","2021A000259","Cultivated area, total","Fresh sour cherries [114114521]","Hectares","Hectares","149","units","0","v52151364","13.6.10.8","29","","","","0"
"2011","British Columbia","2021A000259","Cultivated area, total","Fresh sour cherries [114114521]","Hectares","Hectares","149","units","0","v52151364","13.6.10.8","","x","","","0"
"2012","British Columbia","2021A000259","Cultivated area, total","Fresh sour cherries [114114521]","Hectares","Hectares","149","units","0","v52151364","13.6.10.8","","x","","","0"
"2013","British Columbia","2021A000259","Cultivated area, total","Fresh sour cherries [114114521]","Hectares","Hectares","149","units","0","v52151364","13.6.10.8","","x","","","0"
"2014","British Columbia","2021A000259","Cultivated area, total","Fresh sour cherries [114114521]","Hectares","Hectares","149","units","0","v52151364","13.6.10.8","","F","","","0"
"2015","British Columbia","2021A000259","Cultivated area, total","Fresh sour cherries [114114521]","Hectares","Hectares","149","units","0","v52151364","13.6.10.8","","x","","","0"
"2016","British Columbia","2021A000259","Cultivated area, total","Fresh sour cherries [114114521]","Hectares","Hectares","149","units","0","v52151364","13.6.10.8","55","","","","0"
"2017","British Columbia","2021A000259","Cultivated area, total","Fresh sour cherries [114114521]","Hectares","Hectares","149","units","0","v52151364","13.6.10.8","","F","","","0"
"2018","British Columbia","2021A000259","Cultivated area, total","Fresh sour cherries [114114521]","Hectares","Hectares","149","units","0","v52151364","13.6.10.8","38","","","","0"
"2019","British Columbia","2021A000259","Cultivated area, total","Fresh sour cherries [114114521]","Hectares","Hectares","149","units","0","v52151364","13.6.10.8","37","E","","","0"
"2020","British Columbia","2021A000259","Cultivated area, total","Fresh sour cherries [114114521]","Hectares","Hectares","149","units","0","v52151364","13.6.10.8","","F","","","0"
"2021","British Columbia","2021A000259","Cultivated area, total","Fresh sour cherries [114114521]","Hectares","Hectares","149","units","0","v52151364","13.6.10.8","77","","","","0"
"2022","British Columbia","2021A000259","Cultivated area, total","Fresh sour cherries [114114521]","Hectares","Hectares","149","units","0","v52151364","13.6.10.8","70","","","","0"
"2023","British Columbia","2021A000259","Cultivated area, total","Fresh sour cherries [114114521]","Hectares","Hectares","149","units","0","v52151364","13.6.10.8","70","","","","0"
"2007","British Columbia","2021A000259","Cultivated area, total","Fresh sweet cherries [114114511]","Hectares","Hectares","149","units","0","v52151367","13.6.11.8","1260","","","","0"
"2008","British Columbia","2021A000259","Cultivated area, total","Fresh sweet cherries [114114511]","Hectares","Hectares","149","units","0","v52151367","13.6.11.8","1341","","","","0"
"2009","British Columbia","2021A000259","Cultivated area, total","Fresh sweet cherries [114114511]","Hectares","Hectares","149","units","0","v52151367","13.6.11.8","1408","","","","0"
"2010","British Columbia","2021A000259","Cultivated area, total","Fresh sweet cherries [114114511]","Hectares","Hectares","149","units","0","v52151367","13.6.11.8","1367","","","","0"
"2011","British Columbia","2021A000259","Cultivated area, total","Fresh sweet cherries [114114511]","Hectares","Hectares","149","units","0","v52151367","13.6.11.8","1691","","","","0"
"2012","British Columbia","2021A000259","Cultivated area, total","Fresh sweet cherries [114114511]","Hectares","Hectares","149","units","0","v52151367","13.6.11.8","1750","","","","0"
"2013","British Columbia","2021A000259","Cultivated area, total","Fresh sweet cherries [114114511]","Hectares","Hectares","149","units","0","v52151367","13.6.11.8","1809","","","","0"
"2014","British Columbia","2021A000259","Cultivated area, total","Fresh sweet cherries [114114511]","Hectares","Hectares","149","units","0","v52151367","13.6.11.8","1869","","","","0"
"2015","British Columbia","2021A000259","Cultivated area, total","Fresh sweet cherries [114114511]","Hectares","Hectares","149","units","0","v52151367","13.6.11.8","1928","","","","0"
"2016","British Columbia","2021A000259","Cultivated area, total","Fresh sweet cherries [114114511]","Hectares","Hectares","149","units","0","v52151367","13.6.11.8","1987","","","","0"
"2017","British Columbia","2021A000259","Cultivated area, total","Fresh sweet cherries [114114511]","Hectares","Hectares","149","units","0","v52151367","13.6.11.8","1942","","","","0"
"2018","British Columbia","2021A000259","Cultivated area, total","Fresh sweet cherries [114114511]","Hectares","Hectares","149","units","0","v52151367","13.6.11.8","1944","","","","0"
"2019","British Columbia","2021A000259","Cultivated area, total","Fresh sweet cherries [114114511]","Hectares","Hectares","149","units","0","v52151367","13.6.11.8","1968","","","","0"
"2020","British Columbia","2021A000259","Cultivated area, total","Fresh sweet cherries [114114511]","Hectares","Hectares","149","units","0","v52151367","13.6.11.8","2303","","","","0"
"2021","British Columbia","2021A000259","Cultivated area, total","Fresh sweet cherries [114114511]","Hectares","Hectares","149","units","0","v52151367","13.6.11.8","2783","","","","0"
"2022","British Columbia","2021A000259","Cultivated area, total","Fresh sweet cherries [114114511]","Hectares","Hectares","149","units","0","v52151367","13.6.11.8","2811","","","","0"
"2023","British Columbia","2021A000259","Cultivated area, total","Fresh sweet cherries [114114511]","Hectares","Hectares","149","units","0","v52151367","13.6.11.8","2852","","","","0"
"2007","British Columbia","2021A000259","Cultivated area, total","Fresh cranberries [114111311]","Hectares","Hectares","149","units","0","v52151370","13.6.12.8","2266","","","","0"
"2008","British Columbia","2021A000259","Cultivated area, total","Fresh cranberries [114111311]","Hectares","Hectares","149","units","0","v52151370","13.6.12.8","2469","","","","0"
"2009","British Columbia","2021A000259","Cultivated area, total","Fresh cranberries [114111311]","Hectares","Hectares","149","units","0","v52151370","13.6.12.8","2480","","","","0"
"2010","British Columbia","2021A000259","Cultivated area, total","Fresh cranberries [114111311]","Hectares","Hectares","149","units","0","v52151370","13.6.12.8","2637","","","","0"
"2011","British Columbia","2021A000259","Cultivated area, total","Fresh cranberries [114111311]","Hectares","Hectares","149","units","0","v52151370","13.6.12.8","2638","","","","0"
"2012","British Columbia","2021A000259","Cultivated area, total","Fresh cranberries [114111311]","Hectares","Hectares","149","units","0","v52151370","13.6.12.8","2639","","","","0"
"2013","British Columbia","2021A000259","Cultivated area, total","Fresh cranberries [114111311]","Hectares","Hectares","149","units","0","v52151370","13.6.12.8","2640","","","","0"
"2014","British Columbia","2021A000259","Cultivated area, total","Fresh cranberries [114111311]","Hectares","Hectares","149","units","0","v52151370","13.6.12.8","2641","","","","0"
"2015","British Columbia","2021A000259","Cultivated area, total","Fresh cranberries [114111311]","Hectares","Hectares","149","units","0","v52151370","13.6.12.8","2642","","","","0"
"2016","British Columbia","2021A000259","Cultivated area, total","Fresh cranberries [114111311]","Hectares","Hectares","149","units","0","v52151370","13.6.12.8","2643","","","","0"
"2017","British Columbia","2021A000259","Cultivated area, total","Fresh cranberries [114111311]","Hectares","Hectares","149","units","0","v52151370","13.6.12.8","2691","","","","0"
"2018","British Columbia","2021A000259","Cultivated area, total","Fresh cranberries [114111311]","Hectares","Hectares","149","units","0","v52151370","13.6.12.8","2220","","","","0"
"2019","British Columbia","2021A000259","Cultivated area, total","Fresh cranberries [114111311]","Hectares","Hectares","149","units","0","v52151370","13.6.12.8","2127","","","","0"
"2020","British Columbia","2021A000259","Cultivated area, total","Fresh cranberries [114111311]","Hectares","Hectares","149","units","0","v52151370","13.6.12.8","2658","","","","0"
"2021","British Columbia","2021A000259","Cultivated area, total","Fresh cranberries [114111311]","Hectares","Hectares","149","units","0","v52151370","13.6.12.8","2579","","","","0"
"2022","British Columbia","2021A000259","Cultivated area, total","Fresh cranberries [114111311]","Hectares","Hectares","149","units","0","v52151370","13.6.12.8","2615","","","","0"
"2023","British Columbia","2021A000259","Cultivated area, total","Fresh cranberries [114111311]","Hectares","Hectares","149","units","0","v52151370","13.6.12.8","2676","","","","0"
"2002","British Columbia","2021A000259","Cultivated area, total","Fresh grapes [1141147]","Hectares","Hectares","149","units","0","v52151343","13.6.3.8","2865","","","","0"
"2003","British Columbia","2021A000259","Cultivated area, total","Fresh grapes [1141147]","Hectares","Hectares","149","units","0","v52151343","13.6.3.8","2906","","","","0"
"2004","British Columbia","2021A000259","Cultivated area, total","Fresh grapes [1141147]","Hectares","Hectares","149","units","0","v52151343","13.6.3.8","2906","","","","0"
"2005","British Columbia","2021A000259","Cultivated area, total","Fresh grapes [1141147]","Hectares","Hectares","149","units","0","v52151343","13.6.3.8","2902","","","","0"
"2006","British Columbia","2021A000259","Cultivated area, total","Fresh grapes [1141147]","Hectares","Hectares","149","units","0","v52151343","13.6.3.8","2970","","","","0"
"2007","British Columbia","2021A000259","Cultivated area, total","Fresh grapes [1141147]","Hectares","Hectares","149","units","0","v52151343","13.6.3.8","2900","","","","0"
"2008","British Columbia","2021A000259","Cultivated area, total","Fresh grapes [1141147]","Hectares","Hectares","149","units","0","v52151343","13.6.3.8","3051","","","","0"
"2009","British Columbia","2021A000259","Cultivated area, total","Fresh grapes [1141147]","Hectares","Hectares","149","units","0","v52151343","13.6.3.8","3646","","","","0"
"2010","British Columbia","2021A000259","Cultivated area, total","Fresh grapes [1141147]","Hectares","Hectares","149","units","0","v52151343","13.6.3.8","3676","","","","0"
"2011","British Columbia","2021A000259","Cultivated area, total","Fresh grapes [1141147]","Hectares","Hectares","149","units","0","v52151343","13.6.3.8","3730","","","","0"
"2012","British Columbia","2021A000259","Cultivated area, total","Fresh grapes [1141147]","Hectares","Hectares","149","units","0","v52151343","13.6.3.8","3970","","","","0"
"2013","British Columbia","2021A000259","Cultivated area, total","Fresh grapes [1141147]","Hectares","Hectares","149","units","0","v52151343","13.6.3.8","4121","","","","0"
"2014","British Columbia","2021A000259","Cultivated area, total","Fresh grapes [1141147]","Hectares","Hectares","149","units","0","v52151343","13.6.3.8","4122","","","","0"
"2015","British Columbia","2021A000259","Cultivated area, total","Fresh grapes [1141147]","Hectares","Hectares","149","units","0","v52151343","13.6.3.8","3905","","","","0"
"2016","British Columbia","2021A000259","Cultivated area, total","Fresh grapes [1141147]","Hectares","Hectares","149","units","0","v52151343","13.6.3.8","3918","","","","0"
"2017","British Columbia","2021A000259","Cultivated area, total","Fresh grapes [1141147]","Hectares","Hectares","149","units","0","v52151343","13.6.3.8","3855","","","","0"
"2018","British Columbia","2021A000259","Cultivated area, total","Fresh grapes [1141147]","Hectares","Hectares","149","units","0","v52151343","13.6.3.8","3943","","","","0"
"2019","British Columbia","2021A000259","Cultivated area, total","Fresh grapes [1141147]","Hectares","Hectares","149","units","0","v52151343","13.6.3.8","3941","","","","0"
"2020","British Columbia","2021A000259","Cultivated area, total","Fresh grapes [1141147]","Hectares","Hectares","149","units","0","v52151343","13.6.3.8","4689","","","","0"
"2021","British Columbia","2021A000259","Cultivated area, total","Fresh grapes [1141147]","Hectares","Hectares","149","units","0","v52151343","13.6.3.8","5046","","","","0"
"2022","British Columbia","2021A000259","Cultivated area, total","Fresh grapes [1141147]","Hectares","Hectares","149","units","0","v52151343","13.6.3.8","4848","","","","0"
"2023","British Columbia","2021A000259","Cultivated area, total","Fresh grapes [1141147]","Hectares","Hectares","149","units","0","v52151343","13.6.3.8","4171","","","","0"
"2002","British Columbia","2021A000259","Cultivated area, total","Fresh nectarines [114114421]","Hectares","Hectares","149","units","0","v52151373","13.6.13.8","65","","","","0"
"2003","British Columbia","2021A000259","Cultivated area, total","Fresh nectarines [114114421]","Hectares","Hectares","149","units","0","v52151373","13.6.13.8","71","","","","0"
"2004","British Columbia","2021A000259","Cultivated area, total","Fresh nectarines [114114421]","Hectares","Hectares","149","units","0","v52151373","13.6.13.8","77","","","","0"
"2005","British Columbia","2021A000259","Cultivated area, total","Fresh nectarines [114114421]","Hectares","Hectares","149","units","0","v52151373","13.6.13.8","77","","","","0"
"2006","British Columbia","2021A000259","Cultivated area, total","Fresh nectarines [114114421]","Hectares","Hectares","149","units","0","v52151373","13.6.13.8","81","","","","0"
"2007","British Columbia","2021A000259","Cultivated area, total","Fresh nectarines [114114421]","Hectares","Hectares","149","units","0","v52151373","13.6.13.8","81","","","","0"
"2008","British Columbia","2021A000259","Cultivated area, total","Fresh nectarines [114114421]","Hectares","Hectares","149","units","0","v52151373","13.6.13.8","81","","","","0"
"2009","British Columbia","2021A000259","Cultivated area, total","Fresh nectarines [114114421]","Hectares","Hectares","149","units","0","v52151373","13.6.13.8","91","","","","0"
"2010","British Columbia","2021A000259","Cultivated area, total","Fresh nectarines [114114421]","Hectares","Hectares","149","units","0","v52151373","13.6.13.8","93","","","","0"
"2011","British Columbia","2021A000259","Cultivated area, total","Fresh nectarines [114114421]","Hectares","Hectares","149","units","0","v52151373","13.6.13.8","80","","","","0"
"2012","British Columbia","2021A000259","Cultivated area, total","Fresh nectarines [114114421]","Hectares","Hectares","149","units","0","v52151373","13.6.13.8","78","","","","0"
"2013","British Columbia","2021A000259","Cultivated area, total","Fresh nectarines [114114421]","Hectares","Hectares","149","units","0","v52151373","13.6.13.8","75","","","","0"
"2014","British Columbia","2021A000259","Cultivated area, total","Fresh nectarines [114114421]","Hectares","Hectares","149","units","0","v52151373","13.6.13.8","80","E","","","0"
"2015","British Columbia","2021A000259","Cultivated area, total","Fresh nectarines [114114421]","Hectares","Hectares","149","units","0","v52151373","13.6.13.8","71","","","","0"
"2016","British Columbia","2021A000259","Cultivated area, total","Fresh nectarines [114114421]","Hectares","Hectares","149","units","0","v52151373","13.6.13.8","63","","","","0"
"2017","British Columbia","2021A000259","Cultivated area, total","Fresh nectarines [114114421]","Hectares","Hectares","149","units","0","v52151373","13.6.13.8","60","","","","0"
"2018","British Columbia","2021A000259","Cultivated area, total","Fresh nectarines [114114421]","Hectares","Hectares","149","units","0","v52151373","13.6.13.8","66","","","","0"
"2019","British Columbia","2021A000259","Cultivated area, total","Fresh nectarines [114114421]","Hectares","Hectares","149","units","0","v52151373","13.6.13.8","64","","","","0"
"2020","British Columbia","2021A000259","Cultivated area, total","Fresh nectarines [114114421]","Hectares","Hectares","149","units","0","v52151373","13.6.13.8","62","","","","0"
"2021","British Columbia","2021A000259","Cultivated area, total","Fresh nectarines [114114421]","Hectares","Hectares","149","units","0","v52151373","13.6.13.8","61","","","","0"
"2022","British Columbia","2021A000259","Cultivated area, total","Fresh nectarines [114114421]","Hectares","Hectares","149","units","0","v52151373","13.6.13.8","61","","","","0"
"2023","British Columbia","2021A000259","Cultivated area, total","Fresh nectarines [114114421]","Hectares","Hectares","149","units","0","v52151373","13.6.13.8","60","","","","0"
"2002","British Columbia","2021A000259","Cultivated area, total","Fresh peaches [114114411]","Hectares","Hectares","149","units","0","v52151346","13.6.4.8","575","","","","0"
"2003","British Columbia","2021A000259","Cultivated area, total","Fresh peaches [114114411]","Hectares","Hectares","149","units","0","v52151346","13.6.4.8","587","","","","0"
"2004","British Columbia","2021A000259","Cultivated area, total","Fresh peaches [114114411]","Hectares","Hectares","149","units","0","v52151346","13.6.4.8","567","","","","0"
"2005","British Columbia","2021A000259","Cultivated area, total","Fresh peaches [114114411]","Hectares","Hectares","149","units","0","v52151346","13.6.4.8","526","","","","0"
"2006","British Columbia","2021A000259","Cultivated area, total","Fresh peaches [114114411]","Hectares","Hectares","149","units","0","v52151346","13.6.4.8","546","","","","0"
"2007","British Columbia","2021A000259","Cultivated area, total","Fresh peaches [114114411]","Hectares","Hectares","149","units","0","v52151346","13.6.4.8","546","","","","0"
"2008","British Columbia","2021A000259","Cultivated area, total","Fresh peaches [114114411]","Hectares","Hectares","149","units","0","v52151346","13.6.4.8","445","","","","0"
"2009","British Columbia","2021A000259","Cultivated area, total","Fresh peaches [114114411]","Hectares","Hectares","149","units","0","v52151346","13.6.4.8","417","","","","0"
"2010","British Columbia","2021A000259","Cultivated area, total","Fresh peaches [114114411]","Hectares","Hectares","149","units","0","v52151346","13.6.4.8","429","","","","0"
"2011","British Columbia","2021A000259","Cultivated area, total","Fresh peaches [114114411]","Hectares","Hectares","149","units","0","v52151346","13.6.4.8","511","","","","0"
"2012","British Columbia","2021A000259","Cultivated area, total","Fresh peaches [114114411]","Hectares","Hectares","149","units","0","v52151346","13.6.4.8","516","","","","0"
"2013","British Columbia","2021A000259","Cultivated area, total","Fresh peaches [114114411]","Hectares","Hectares","149","units","0","v52151346","13.6.4.8","516","","","","0"
"2014","British Columbia","2021A000259","Cultivated area, total","Fresh peaches [114114411]","Hectares","Hectares","149","units","0","v52151346","13.6.4.8","518","","","","0"
"2015","British Columbia","2021A000259","Cultivated area, total","Fresh peaches [114114411]","Hectares","Hectares","149","units","0","v52151346","13.6.4.8","520","","","","0"
"2016","British Columbia","2021A000259","Cultivated area, total","Fresh peaches [114114411]","Hectares","Hectares","149","units","0","v52151346","13.6.4.8","522","","","","0"
"2017","British Columbia","2021A000259","Cultivated area, total","Fresh peaches [114114411]","Hectares","Hectares","149","units","0","v52151346","13.6.4.8","476","","","","0"
"2018","British Columbia","2021A000259","Cultivated area, total","Fresh peaches [114114411]","Hectares","Hectares","149","units","0","v52151346","13.6.4.8","474","","","","0"
"2019","British Columbia","2021A000259","Cultivated area, total","Fresh peaches [114114411]","Hectares","Hectares","149","units","0","v52151346","13.6.4.8","455","","","","0"
"2020","British Columbia","2021A000259","Cultivated area, total","Fresh peaches [114114411]","Hectares","Hectares","149","units","0","v52151346","13.6.4.8","492","","","","0"
"2021","British Columbia","2021A000259","Cultivated area, total","Fresh peaches [114114411]","Hectares","Hectares","149","units","0","v52151346","13.6.4.8","522","","","","0"
"2022","British Columbia","2021A000259","Cultivated area, total","Fresh peaches [114114411]","Hectares","Hectares","149","units","0","v52151346","13.6.4.8","522","","","","0"
"2023","British Columbia","2021A000259","Cultivated area, total","Fresh peaches [114114411]","Hectares","Hectares","149","units","0","v52151346","13.6.4.8","520","","","","0"
"2002","British Columbia","2021A000259","Cultivated area, total","Fresh pears [114114211]","Hectares","Hectares","149","units","0","v52151349","13.6.5.8","344","","","","0"
"2003","British Columbia","2021A000259","Cultivated area, total","Fresh pears [114114211]","Hectares","Hectares","149","units","0","v52151349","13.6.5.8","344","","","","0"
