x,y,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,ID,TOTAL_PRECIPITATION,HEATING_DEGREE_DAYS_FLAG,COOLING_DEGREE_DAYS_FLAG,LOCAL_YEAR,HEATING_DEGREE_DAYS,TOTAL_RAIN_FLAG,DIRECTION_MAX_GUST,TOTAL_RAIN,LOCAL_DAY,MAX_REL_HUMIDITY_FLAG,STATION_NAME,CLIMATE_IDENTIFIER,SNOW_ON_GROUND,MAX_TEMPERATURE,COOLING_DEGREE_DAYS,MIN_TEMPERATURE,LOCAL_MONTH,SPEED_MAX_GUST,TOTAL_PRECIPITATION_FLAG,SNOW_ON_GROUND_FLAG,PROVINCE_CODE,DIRECTION_MAX_GUST_FLAG,MAX_TEMPERATURE_FLAG,TOTAL_SNOW_FLAG,LOCAL_DATE,TOTAL_SNOW,MIN_TEMPERATURE_FLAG,MAX_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MIN_REL_HUMIDITY,SPEED_MAX_GUST_FLAG
-122.6775,53.884166666666665,-4.7,,1096439.2009.11.14,0,,,2009,22.7,M,,,14,,PRINCE GEORGE,1096439,,1,0,-10.4,11,80,,,BC,M,,M,2009-11-14 00:00:00,,,,,,
-122.6775,53.884166666666665,1,,1096439.2009.11.15,9.8,,,2009,17,M,0,,15,,PRINCE GEORGE,1096439,,2.3,0,-0.4,11,0,,,BC,,,M,2009-11-15 00:00:00,,,,,,
-122.6775,53.884166666666665,-0.4,,1096439.2009.11.16,18.3,,,2009,18.4,M,,,16,,PRINCE GEORGE,1096439,,1.7,0,-2.5,11,39,,,BC,M,,M,2009-11-16 00:00:00,,,,,,
-122.6775,53.884166666666665,0.6,,1096439.2009.11.17,1,,,2009,17.4,M,,,17,,PRINCE GEORGE,1096439,,3.6,0,-2.4,11,67,,,BC,M,,M,2009-11-17 00:00:00,,,,,,
-122.6775,53.884166666666665,-1.9,,1096439.2009.11.18,0,,,2009,19.9,M,,,18,,PRINCE GEORGE,1096439,,2.5,0,-6.3,11,56,,,BC,M,,M,2009-11-18 00:00:00,,,,,,
-122.6775,53.884166666666665,0.8,,1096439.2009.11.19,0,,,2009,17.2,M,,,19,,PRINCE GEORGE,1096439,,3.6,0,-2,11,57,,,BC,M,,M,2009-11-19 00:00:00,,,,,,
-122.6775,53.884166666666665,0.5,,1096439.2009.11.20,5.6,,,2009,17.5,M,0,,20,,PRINCE GEORGE,1096439,,2.4,0,-1.5,11,0,,,BC,,,M,2009-11-20 00:00:00,,,,,,
-122.6775,53.884166666666665,-3.1,,1096439.2009.11.21,0,,,2009,21.1,M,0,,21,,PRINCE GEORGE,1096439,,0.4,0,-6.6,11,0,,,BC,,,M,2009-11-21 00:00:00,,,,,,
-122.6775,53.884166666666665,-3,,1096439.2009.11.22,0,,,2009,21,M,0,,22,,PRINCE GEORGE,1096439,,-0.8,0,-5.2,11,0,,,BC,,,M,2009-11-22 00:00:00,,,,,,
-122.6775,53.884166666666665,-3.8,,1096439.2009.11.23,2.1,,,2009,21.8,M,,,23,,PRINCE GEORGE,1096439,,2.3,0,-9.9,11,54,,,BC,M,,M,2009-11-23 00:00:00,,,,,,
-122.6775,53.884166666666665,-3.7,,1096439.2009.11.24,0.5,,,2009,21.7,M,0,,24,,PRINCE GEORGE,1096439,,-0.3,0,-7,11,0,,,BC,,,M,2009-11-24 00:00:00,,,,,,
-122.6775,53.884166666666665,2.7,,1096439.2009.11.25,3,,,2009,15.3,M,,,25,,PRINCE GEORGE,1096439,,5.7,0,-0.4,11,41,,,BC,M,,M,2009-11-25 00:00:00,,,,,,
-122.6775,53.884166666666665,0.5,,1096439.2009.11.26,0,,,2009,17.5,M,,,26,,PRINCE GEORGE,1096439,,3.9,0,-2.9,11,41,,,BC,M,,M,2009-11-26 00:00:00,,,,,,
-122.6775,53.884166666666665,-3.8,,1096439.2009.11.27,0.3,,,2009,21.8,M,,,27,,PRINCE GEORGE,1096439,,-0.1,0,-7.5,11,46,,,BC,M,,M,2009-11-27 00:00:00,,,,,,
-122.6775,53.884166666666665,-1.8,,1096439.2009.11.28,1.5,,,2009,19.8,M,,,28,,PRINCE GEORGE,1096439,,2,0,-5.6,11,41,,,BC,M,,M,2009-11-28 00:00:00,,,,,,
-122.6775,53.884166666666665,1.6,,1096439.2009.11.29,1.3,,,2009,16.4,M,,,29,,PRINCE GEORGE,1096439,,2.9,0,0.3,11,44,,,BC,M,,M,2009-11-29 00:00:00,,,,,,
-122.6775,53.884166666666665,-3.5,,1096439.2009.11.30,1.3,,,2009,21.5,M,0,,30,,PRINCE GEORGE,1096439,,1,0,-8,11,0,,,BC,,,M,2009-11-30 00:00:00,,,,,,
-122.6775,53.884166666666665,,M,1096439.2009.12.1,0,M,M,2009,,M,0,,1,,PRINCE GEORGE,1096439,,-5.9,,,12,0,,,BC,,E,M,2009-12-01 00:00:00,,M,,,,
-122.6775,53.884166666666665,-8,,1096439.2009.12.2,0,,,2009,26,M,0,,2,,PRINCE GEORGE,1096439,,-7.4,0,-8.5,12,0,,,BC,,,M,2009-12-02 00:00:00,,,,,,
-122.6775,53.884166666666665,-8.3,,1096439.2009.12.3,1.5,,,2009,26.3,M,,,3,,PRINCE GEORGE,1096439,,-4.9,0,-11.6,12,37,,,BC,M,,M,2009-12-03 00:00:00,,,,,,
-122.6775,53.884166666666665,-6.3,,1096439.2009.12.4,3.1,,,2009,24.3,M,,,4,,PRINCE GEORGE,1096439,,-2.6,0,-10,12,41,,,BC,M,,M,2009-12-04 00:00:00,,,,,,
-122.6775,53.884166666666665,-15.1,,1096439.2009.12.5,0,,,2009,33.1,M,,,5,,PRINCE GEORGE,1096439,,-8.3,0,-21.9,12,33,,,BC,M,,M,2009-12-05 00:00:00,,,,,,
-122.6775,53.884166666666665,-18.8,,1096439.2009.12.6,0,,,2009,36.8,M,,,6,,PRINCE GEORGE,1096439,,-12.5,0,-25,12,33,,,BC,M,,M,2009-12-06 00:00:00,,,,,,
-122.6775,53.884166666666665,-21.1,,1096439.2009.12.7,0,,,2009,39.1,M,0,,7,,PRINCE GEORGE,1096439,,-17.4,0,-24.8,12,0,T,,BC,,,M,2009-12-07 00:00:00,,,,,,
-122.6775,53.884166666666665,-18,,1096439.2009.12.8,0,,,2009,36,M,0,,8,,PRINCE GEORGE,1096439,,-13.5,0,-22.5,12,0,,,BC,,,M,2009-12-08 00:00:00,,,,,,
-122.6775,53.884166666666665,-15.2,,1096439.2009.12.9,0,,,2009,33.2,M,0,,9,,PRINCE GEORGE,1096439,,-11.6,0,-18.7,12,0,,,BC,,,M,2009-12-09 00:00:00,,,,,,
-122.6775,53.884166666666665,-9.3,,1096439.2009.12.10,0.6,,,2009,27.3,M,0,,10,,PRINCE GEORGE,1096439,,-6.5,0,-12,12,0,,,BC,,,M,2009-12-10 00:00:00,,,,,,
-122.6775,53.884166666666665,-8.9,,1096439.2009.12.11,0.3,,,2009,26.9,M,0,,11,,PRINCE GEORGE,1096439,,-5.8,0,-12,12,0,,,BC,,,M,2009-12-11 00:00:00,,,,,,
-122.6775,53.884166666666665,-13,,1096439.2009.12.12,0.5,,,2009,31,M,,,12,,PRINCE GEORGE,1096439,,-5.8,0,-20.1,12,33,,,BC,M,,M,2009-12-12 00:00:00,,,,,,
-122.6775,53.884166666666665,-26,,1096439.2009.12.13,0,,,2009,44,M,0,,13,,PRINCE GEORGE,1096439,,-20.1,0,-31.9,12,0,,,BC,,,M,2009-12-13 00:00:00,,,,,,
-122.6775,53.884166666666665,-32.2,,1096439.2009.12.14,0,,,2009,50.2,M,0,,14,,PRINCE GEORGE,1096439,,-27.3,0,-37,12,0,,,BC,,,M,2009-12-14 00:00:00,,,,,,
-122.6775,53.884166666666665,-24.5,,1096439.2009.12.15,0.8,,,2009,42.5,M,0,,15,,PRINCE GEORGE,1096439,,-18.8,0,-30.2,12,0,,,BC,,,M,2009-12-15 00:00:00,,,,,,
-122.6775,53.884166666666665,-12.8,,1096439.2009.12.16,0.5,,,2009,30.8,M,0,,16,,PRINCE GEORGE,1096439,,-6.6,0,-18.9,12,0,,,BC,,,M,2009-12-16 00:00:00,,,,,,
-122.6775,53.884166666666665,-3.9,,1096439.2009.12.17,0,,,2009,21.9,M,0,,17,,PRINCE GEORGE,1096439,,0.6,0,-8.3,12,0,,,BC,,,M,2009-12-17 00:00:00,,,,,,
-122.6775,53.884166666666665,0.2,,1096439.2009.12.18,0,,,2009,17.8,M,,,18,,PRINCE GEORGE,1096439,,3.9,0,-3.5,12,54,,,BC,M,,M,2009-12-18 00:00:00,,,,,,
-122.6775,53.884166666666665,-9.1,,1096439.2009.12.19,0,,,2009,27.1,M,0,,19,,PRINCE GEORGE,1096439,,-1.8,0,-16.4,12,0,,,BC,,,M,2009-12-19 00:00:00,,,,,,
-122.6775,53.884166666666665,-12.3,,1096439.2009.12.20,0.5,,,2009,30.3,M,,,20,,PRINCE GEORGE,1096439,,-7.9,0,-16.6,12,33,,,BC,M,,M,2009-12-20 00:00:00,,,,,,
-122.6775,53.884166666666665,-9.5,,1096439.2009.12.21,2.4,,,2009,27.5,M,,,21,,PRINCE GEORGE,1096439,,-7.5,0,-11.5,12,37,,,BC,M,,M,2009-12-21 00:00:00,,,,,,
-122.6775,53.884166666666665,-17,,1096439.2009.12.22,0.5,,,2009,35,M,0,,22,,PRINCE GEORGE,1096439,,-7.5,0,-26.4,12,0,,,BC,,,M,2009-12-22 00:00:00,,,,,,
-122.6775,53.884166666666665,-24.3,,1096439.2009.12.23,0,,,2009,42.3,M,0,,23,,PRINCE GEORGE,1096439,,-18.1,0,-30.5,12,0,,,BC,,,M,2009-12-23 00:00:00,,,,,,
-122.6775,53.884166666666665,-14.6,,1096439.2009.12.24,0,,,2009,32.6,M,0,,24,,PRINCE GEORGE,1096439,,-11,0,-18.2,12,0,,,BC,,,M,2009-12-24 00:00:00,,,,,,
-122.6775,53.884166666666665,-13.1,,1096439.2009.12.25,0,,,2009,31.1,M,0,,25,,PRINCE GEORGE,1096439,,-8.8,0,-17.4,12,0,,,BC,,,M,2009-12-25 00:00:00,,,,,,
-122.6775,53.884166666666665,-14.6,,1096439.2009.12.26,0,,,2009,32.6,M,0,,26,,PRINCE GEORGE,1096439,,-8.8,0,-20.3,12,0,,,BC,,,M,2009-12-26 00:00:00,,,,,,
-122.6775,53.884166666666665,-13.8,,1096439.2009.12.27,0,,,2009,31.8,M,0,,27,,PRINCE GEORGE,1096439,,-9.7,0,-17.9,12,0,,,BC,,,M,2009-12-27 00:00:00,,,,,,
-122.6775,53.884166666666665,-14.2,,1096439.2009.12.28,0,,,2009,32.2,M,0,,28,,PRINCE GEORGE,1096439,,-12.8,0,-15.6,12,0,,,BC,,,M,2009-12-28 00:00:00,,,,,,
-122.6775,53.884166666666665,-12.3,,1096439.2009.12.29,0.8,,,2009,30.3,M,0,,29,,PRINCE GEORGE,1096439,,-8,0,-16.5,12,0,,,BC,,,M,2009-12-29 00:00:00,,,,,,
-122.6775,53.884166666666665,-12.1,,1096439.2009.12.30,2.5,,,2009,30.1,M,,,30,,PRINCE GEORGE,1096439,,-7.8,0,-16.4,12,32,,,BC,M,,M,2009-12-30 00:00:00,,,,,,
-122.6775,53.884166666666665,-16.1,,1096439.2009.12.31,0,,,2009,34.1,M,0,,31,,PRINCE GEORGE,1096439,,-14.2,0,-17.9,12,0,,,BC,,,M,2009-12-31 00:00:00,,,,,,
-122.6775,53.884166666666665,-12.9,,1096439.2010.1.1,4.4,,,2010,30.9,M,0,,1,,PRINCE GEORGE,1096439,,-10.7,0,-15,1,0,,,BC,,,M,2010-01-01 00:00:00,,,,,,
-122.6775,53.884166666666665,-11.1,,1096439.2010.1.2,1.6,,,2010,29.1,M,0,,2,,PRINCE GEORGE,1096439,,-8.3,0,-13.8,1,0,,,BC,,,M,2010-01-02 00:00:00,,,,,,
-122.6775,53.884166666666665,-12.7,,1096439.2010.1.3,0.3,,,2010,30.7,M,0,,3,,PRINCE GEORGE,1096439,,-7.1,0,-18.2,1,0,,,BC,,,M,2010-01-03 00:00:00,,,,,,
-122.6775,53.884166666666665,-18.8,,1096439.2010.1.4,0,,,2010,36.8,M,0,,4,,PRINCE GEORGE,1096439,,-11.7,0,-25.8,1,0,,,BC,,,M,2010-01-04 00:00:00,,,,,,
-122.6775,53.884166666666665,-25.3,,1096439.2010.1.5,0,,,2010,43.3,M,0,,5,,PRINCE GEORGE,1096439,,-20.3,0,-30.2,1,0,,,BC,,,M,2010-01-05 00:00:00,,,,,,
-122.6775,53.884166666666665,-23.7,,1096439.2010.1.6,0,,,2010,41.7,M,0,,6,,PRINCE GEORGE,1096439,,-17.6,0,-29.8,1,0,,,BC,,,M,2010-01-06 00:00:00,,,,,,
-122.6775,53.884166666666665,-17.1,,1096439.2010.1.7,0,,,2010,35.1,M,0,,7,,PRINCE GEORGE,1096439,,-10.2,0,-23.9,1,0,,,BC,,,M,2010-01-07 00:00:00,,,,,,
-122.6775,53.884166666666665,-8.1,,1096439.2010.1.8,1,,,2010,26.1,M,0,,8,,PRINCE GEORGE,1096439,,-5.2,0,-11,1,0,,,BC,,,M,2010-01-08 00:00:00,,,,,,
-122.6775,53.884166666666665,-2,,1096439.2010.1.9,0.5,,,2010,20,M,,,9,,PRINCE GEORGE,1096439,,3.4,0,-7.3,1,41,,,BC,M,,M,2010-01-09 00:00:00,,,,,,
-122.6775,53.884166666666665,3.3,,1096439.2010.1.10,0.3,,,2010,14.7,M,,,10,,PRINCE GEORGE,1096439,,6.6,0,0,1,46,,,BC,M,,M,2010-01-10 00:00:00,,,,,,
-122.6775,53.884166666666665,4.9,,1096439.2010.1.11,5,,,2010,13.1,M,,,11,,PRINCE GEORGE,1096439,,7.2,0,2.6,1,78,,,BC,M,,M,2010-01-11 00:00:00,,,,,,
-122.6775,53.884166666666665,4.2,,1096439.2010.1.12,0,,,2010,13.8,M,,,12,,PRINCE GEORGE,1096439,,8.2,0,0.1,1,63,,,BC,M,,M,2010-01-12 00:00:00,,,,,,
-122.6775,53.884166666666665,2.3,,1096439.2010.1.13,0,,,2010,15.7,M,0,,13,,PRINCE GEORGE,1096439,,5.7,0,-1.1,1,0,,,BC,,,M,2010-01-13 00:00:00,,,,,,
-122.6775,53.884166666666665,3.2,,1096439.2010.1.14,0.3,,,2010,14.8,M,,,14,,PRINCE GEORGE,1096439,,5.4,0,0.9,1,63,,,BC,M,,M,2010-01-14 00:00:00,,,,,,
-122.6775,53.884166666666665,1.2,,1096439.2010.1.15,9.6,,,2010,16.8,M,,,15,,PRINCE GEORGE,1096439,,4.8,0,-2.4,1,59,,,BC,M,,M,2010-01-15 00:00:00,,,,,,
-122.6775,53.884166666666665,-4.1,,1096439.2010.1.16,0,,,2010,22.1,M,,,16,,PRINCE GEORGE,1096439,,0,0,-8.1,1,33,,,BC,M,,M,2010-01-16 00:00:00,,,,,,
-122.6775,53.884166666666665,-1.2,,1096439.2010.1.17,0,,,2010,19.2,M,,,17,,PRINCE GEORGE,1096439,,5.3,0,-7.6,1,61,,,BC,M,,M,2010-01-17 00:00:00,,,,,,
-122.6775,53.884166666666665,1.6,,1096439.2010.1.18,0,,,2010,16.4,M,,,18,,PRINCE GEORGE,1096439,,6.4,0,-3.2,1,46,,,BC,M,,M,2010-01-18 00:00:00,,,,,,
-122.6775,53.884166666666665,-0.2,,1096439.2010.1.19,0,,,2010,18.2,M,0,,19,,PRINCE GEORGE,1096439,,3.7,0,-4,1,0,,,BC,,,M,2010-01-19 00:00:00,,,,,,
-122.6775,53.884166666666665,-1.3,,1096439.2010.1.20,0,,,2010,19.3,M,,,20,,PRINCE GEORGE,1096439,,0.9,0,-3.4,1,32,,,BC,M,,M,2010-01-20 00:00:00,,,,,,
-122.6775,53.884166666666665,-3.8,,1096439.2010.1.21,0,,,2010,21.8,M,,,21,,PRINCE GEORGE,1096439,,-0.5,0,-7.1,1,32,,,BC,M,,M,2010-01-21 00:00:00,,,,,,
-122.6775,53.884166666666665,-4.8,,1096439.2010.1.22,0,,,2010,22.8,M,,,22,,PRINCE GEORGE,1096439,,-1.7,0,-7.9,1,32,,,BC,M,,M,2010-01-22 00:00:00,,,,,,
-122.6775,53.884166666666665,-7.6,,1096439.2010.1.23,0,,,2010,25.6,M,0,,23,,PRINCE GEORGE,1096439,,-3,0,-12.2,1,0,,,BC,,,M,2010-01-23 00:00:00,,,,,,
-122.6775,53.884166666666665,-10.4,,1096439.2010.1.24,0,,,2010,28.4,M,,,24,,PRINCE GEORGE,1096439,,-5.5,0,-15.2,1,35,,,BC,M,,M,2010-01-24 00:00:00,,,,,,
-122.6775,53.884166666666665,-6.2,,1096439.2010.1.25,0.8,,,2010,24.2,M,,,25,,PRINCE GEORGE,1096439,,-5,0,-7.4,1,44,,,BC,M,,M,2010-01-25 00:00:00,,,,,,
-122.6775,53.884166666666665,-6.3,,1096439.2010.1.26,0,,,2010,24.3,M,,,26,,PRINCE GEORGE,1096439,,-4.6,0,-7.9,1,35,,,BC,M,,M,2010-01-26 00:00:00,,,,,,
-122.6775,53.884166666666665,-4.7,,1096439.2010.1.27,0,,,2010,22.7,M,0,,27,,PRINCE GEORGE,1096439,,-2.8,0,-6.5,1,0,,,BC,,,M,2010-01-27 00:00:00,,,,,,
-122.6775,53.884166666666665,-4,,1096439.2010.1.28,0,,,2010,22,M,0,,28,,PRINCE GEORGE,1096439,,-0.3,0,-7.7,1,0,,,BC,,,M,2010-01-28 00:00:00,,,,,,
-122.6775,53.884166666666665,0.8,,1096439.2010.1.29,0,,,2010,17.2,M,0,,29,,PRINCE GEORGE,1096439,,3,0,-1.4,1,0,,,BC,,,M,2010-01-29 00:00:00,,,,,,
-122.6775,53.884166666666665,-2.2,,1096439.2010.1.30,3.1,,,2010,20.2,M,0,,30,,PRINCE GEORGE,1096439,,0,0,-4.3,1,0,,,BC,,,M,2010-01-30 00:00:00,,,,,,
-122.6775,53.884166666666665,-5.3,,1096439.2010.1.31,3.1,,,2010,23.3,M,0,,31,,PRINCE GEORGE,1096439,,-3.4,0,-7.2,1,0,,,BC,,,M,2010-01-31 00:00:00,,,,,,
-122.6775,53.884166666666665,-2.8,,1096439.2010.2.1,0,,,2010,20.8,M,0,,1,,PRINCE GEORGE,1096439,,-1.5,0,-4.1,2,0,,,BC,,,M,2010-02-01 00:00:00,,,,,,
-122.6775,53.884166666666665,-2.6,,1096439.2010.2.2,0,,,2010,20.6,M,0,,2,,PRINCE GEORGE,1096439,,-1.2,0,-3.9,2,0,,,BC,,,M,2010-02-02 00:00:00,,,,,,
-122.6775,53.884166666666665,-2.5,,1096439.2010.2.3,0,,,2010,20.5,M,0,,3,,PRINCE GEORGE,1096439,,-1.3,0,-3.6,2,0,,,BC,,,M,2010-02-03 00:00:00,,,,,,
-122.6775,53.884166666666665,-1.2,,1096439.2010.2.4,0,,,2010,19.2,M,0,,4,,PRINCE GEORGE,1096439,,1.1,0,-3.4,2,0,,,BC,,,M,2010-02-04 00:00:00,,,,,,
-122.6775,53.884166666666665,-2,,1096439.2010.2.5,0,,,2010,20,M,0,,5,,PRINCE GEORGE,1096439,,1.3,0,-5.2,2,0,,,BC,,,M,2010-02-05 00:00:00,,,,,,
-122.6775,53.884166666666665,-3.8,,1096439.2010.2.6,0,,,2010,21.8,M,0,,6,,PRINCE GEORGE,1096439,,2.6,0,-10.1,2,0,,,BC,,,M,2010-02-06 00:00:00,,,,,,
-122.6775,53.884166666666665,-6,,1096439.2010.2.7,0,,,2010,24,M,,,7,,PRINCE GEORGE,1096439,,0.7,0,-12.7,2,32,,,BC,M,,M,2010-02-07 00:00:00,,,,,,
-122.6775,53.884166666666665,-6.2,,1096439.2010.2.8,0,,,2010,24.2,M,0,,8,,PRINCE GEORGE,1096439,,-1.5,0,-10.9,2,0,,,BC,,,M,2010-02-08 00:00:00,,,,,,
-122.6775,53.884166666666665,-4,,1096439.2010.2.9,0,,,2010,22,M,0,,9,,PRINCE GEORGE,1096439,,-1.7,0,-6.2,2,0,,,BC,,,M,2010-02-09 00:00:00,,,,,,
-122.6775,53.884166666666665,-3.3,,1096439.2010.2.10,0,,,2010,21.3,M,0,,10,,PRINCE GEORGE,1096439,,0.6,0,-7.2,2,0,,,BC,,,M,2010-02-10 00:00:00,,,,,,
-122.6775,53.884166666666665,-3.3,,1096439.2010.2.11,0.3,,,2010,21.3,M,0,,11,,PRINCE GEORGE,1096439,,1.9,0,-8.4,2,0,,,BC,,,M,2010-02-11 00:00:00,,,,,,
-122.6775,53.884166666666665,1.3,,1096439.2010.2.12,0,,,2010,16.7,M,,,12,,PRINCE GEORGE,1096439,,6.5,0,-3.9,2,46,,,BC,M,,M,2010-02-12 00:00:00,,,,,,
-122.6775,53.884166666666665,1,,1096439.2010.2.13,0,,,2010,17,M,,,13,,PRINCE GEORGE,1096439,,8.1,0,-6.2,2,46,,,BC,M,,M,2010-02-13 00:00:00,,,,,,
-122.6775,53.884166666666665,2.1,,1096439.2010.2.14,3.1,,,2010,15.9,M,,,14,,PRINCE GEORGE,1096439,,8,0,-3.8,2,54,,,BC,M,,M,2010-02-14 00:00:00,,,,,,
-122.6775,53.884166666666665,-1.8,,1096439.2010.2.15,0,,,2010,19.8,M,0,,15,,PRINCE GEORGE,1096439,,1.2,0,-4.8,2,0,,,BC,,,M,2010-02-15 00:00:00,,,,,,
-122.6775,53.884166666666665,-0.1,,1096439.2010.2.16,10.8,,,2010,18.1,M,0,,16,,PRINCE GEORGE,1096439,,2.1,0,-2.3,2,0,,,BC,,,M,2010-02-16 00:00:00,,,,,,
-122.6775,53.884166666666665,-3,,1096439.2010.2.17,0,,,2010,21,M,0,,17,,PRINCE GEORGE,1096439,,1.2,0,-7.1,2,0,,,BC,,,M,2010-02-17 00:00:00,,,,,,
