x,y,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,TOTAL_RAIN_FLAG,MIN_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_SNOW,ID,DIRECTION_MAX_GUST,MIN_REL_HUMIDITY,DIRECTION_MAX_GUST_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,LOCAL_MONTH,LOCAL_YEAR,CLIMATE_IDENTIFIER,MAX_REL_HUMIDITY,MAX_TEMPERATURE,MIN_TEMPERATURE_FLAG,SNOW_ON_GROUND,SPEED_MAX_GUST,LOCAL_DAY,HEATING_DEGREE_DAYS,PROVINCE_CODE,MIN_REL_HUMIDITY_FLAG,SNOW_ON_GROUND_FLAG,HEATING_DEGREE_DAYS_FLAG,MAX_REL_HUMIDITY_FLAG,MEAN_TEMPERATURE,COOLING_DEGREE_DAYS_FLAG,STATION_NAME,MEAN_TEMPERATURE_FLAG,LOCAL_DATE,TOTAL_RAIN,TOTAL_SNOW_FLAG
-123.18194444444444,49.195,,0,,0.7,,0,1108447.1991.11.2,0,43,,0,,11,1991,1108447,87,9.1,,0,0,2,13.1,BC,,,,,4.9,,VANCOUVER INT'L A,,1991-11-02 00:00:00,0,
-123.18194444444444,49.195,,0,,2.7,,0,1108447.1991.11.3,0,53,,3.2,,11,1991,1108447,100,8.8,,0,0,3,12.2,BC,,,,,5.8,,VANCOUVER INT'L A,,1991-11-03 00:00:00,3.2,
-123.18194444444444,49.195,,0,,6.3,,0,1108447.1991.11.4,0,87,,32.9,,11,1991,1108447,100,10.9,,0,0,4,9.4,BC,,,,,8.6,,VANCOUVER INT'L A,,1991-11-04 00:00:00,32.9,
-123.18194444444444,49.195,,0,,8.7,,0,1108447.1991.11.5,30,93,,8.4,,11,1991,1108447,100,11.8,,0,32,5,7.7,BC,,,,,10.3,,VANCOUVER INT'L A,,1991-11-05 00:00:00,8.4,
-123.18194444444444,49.195,,0,,5.1,,0,1108447.1991.11.6,0,76,,0,,11,1991,1108447,100,12.5,,0,0,6,9.2,BC,,,,,8.8,,VANCOUVER INT'L A,,1991-11-06 00:00:00,0,
-123.18194444444444,49.195,,0,,4.5,,0,1108447.1991.11.7,0,93,,7.2,,11,1991,1108447,100,12,,0,0,7,9.7,BC,,,,,8.3,,VANCOUVER INT'L A,,1991-11-07 00:00:00,7.2,
-123.18194444444444,49.195,,0,,9.1,,0,1108447.1991.11.8,0,72,,2,,11,1991,1108447,100,14.8,,0,0,8,6,BC,,,,,12,,VANCOUVER INT'L A,,1991-11-08 00:00:00,2,
-123.18194444444444,49.195,,0,,6,,0,1108447.1991.11.9,0,87,,3.8,,11,1991,1108447,100,11.8,,0,0,9,9.1,BC,,,,,8.9,,VANCOUVER INT'L A,,1991-11-09 00:00:00,3.8,
-123.18194444444444,49.195,,0,T,9.1,,0,1108447.1991.11.10,0,82,,0,T,11,1991,1108447,100,12.2,,0,0,10,7.3,BC,,,,,10.7,,VANCOUVER INT'L A,,1991-11-10 00:00:00,0,
-123.18194444444444,49.195,,0,,9.2,,0,1108447.1991.11.11,18,67,,16.4,,11,1991,1108447,100,16.2,,0,50,11,5.3,BC,,,,,12.7,,VANCOUVER INT'L A,,1991-11-11 00:00:00,16.4,
-123.18194444444444,49.195,,0,,4.2,,0,1108447.1991.11.12,24,66,,18.3,,11,1991,1108447,100,12.4,,0,54,12,9.7,BC,,,,,8.3,,VANCOUVER INT'L A,,1991-11-12 00:00:00,18.3,
-123.18194444444444,49.195,,0,,3,,0,1108447.1991.11.13,19,76,,3.2,,11,1991,1108447,93,9.7,,0,35,13,11.6,BC,,,,,6.4,,VANCOUVER INT'L A,,1991-11-13 00:00:00,3.2,
-123.18194444444444,49.195,,0,,2.9,,0,1108447.1991.11.14,0,76,,0,,11,1991,1108447,100,9,,0,0,14,12,BC,,,,,6,,VANCOUVER INT'L A,,1991-11-14 00:00:00,0,
-123.18194444444444,49.195,,0,T,0.7,,0,1108447.1991.11.15,7,61,,0,T,11,1991,1108447,100,10.4,,0,32,15,12.4,BC,,,,,5.6,,VANCOUVER INT'L A,,1991-11-15 00:00:00,0,
-123.18194444444444,49.195,,0,,6.6,,0,1108447.1991.11.16,10,50,,13.6,,11,1991,1108447,93,11,,0,76,16,9.2,BC,,,,,8.8,,VANCOUVER INT'L A,,1991-11-16 00:00:00,13.6,
-123.18194444444444,49.195,,0,,7,,0,1108447.1991.11.17,17,76,,3,,11,1991,1108447,93,10.9,,0,69,17,9,BC,,,,,9,,VANCOUVER INT'L A,,1991-11-17 00:00:00,3,
-123.18194444444444,49.195,,0,,3.4,,0,1108447.1991.11.18,0,62,,0.6,,11,1991,1108447,100,11.1,,0,0,18,10.7,BC,,,,,7.3,,VANCOUVER INT'L A,,1991-11-18 00:00:00,0.6,
-123.18194444444444,49.195,,0,,7.5,,0,1108447.1991.11.19,12,82,,50.6,,11,1991,1108447,100,10.1,,0,69,19,9.2,BC,,,,,8.8,,VANCOUVER INT'L A,,1991-11-19 00:00:00,50.6,
-123.18194444444444,49.195,,0,,4.7,,0,1108447.1991.11.20,18,71,,0.6,,11,1991,1108447,93,10.4,,0,46,20,10.4,BC,,,,,7.6,,VANCOUVER INT'L A,,1991-11-20 00:00:00,0.6,
-123.18194444444444,49.195,,0,,1.5,,0,1108447.1991.11.21,0,76,,0,,11,1991,1108447,100,8.6,,0,0,21,12.9,BC,,,,,5.1,,VANCOUVER INT'L A,,1991-11-21 00:00:00,0,
-123.18194444444444,49.195,,0,,1.2,,0,1108447.1991.11.22,0,66,,0,,11,1991,1108447,100,8.6,,0,0,22,13.1,BC,,,,,4.9,,VANCOUVER INT'L A,,1991-11-22 00:00:00,0,
-123.18194444444444,49.195,,0,,1.6,,0,1108447.1991.11.23,0,70,,7.2,,11,1991,1108447,100,8.1,,0,0,23,13.1,BC,,,,,4.9,,VANCOUVER INT'L A,,1991-11-23 00:00:00,7.2,
-123.18194444444444,49.195,,0,,6.4,,0,1108447.1991.11.24,15,87,,9.6,,11,1991,1108447,100,10.7,,0,46,24,9.4,BC,,,,,8.6,,VANCOUVER INT'L A,,1991-11-24 00:00:00,9.6,
-123.18194444444444,49.195,,0,T,3.7,,0,1108447.1991.11.25,18,87,,0,T,11,1991,1108447,100,10.2,,0,32,25,11,BC,,,,,7,,VANCOUVER INT'L A,,1991-11-25 00:00:00,0,
-123.18194444444444,49.195,,0,,3.4,,0,1108447.1991.11.26,0,87,,10,,11,1991,1108447,100,8.2,,0,0,26,12.2,BC,,,,,5.8,,VANCOUVER INT'L A,,1991-11-26 00:00:00,10,
-123.18194444444444,49.195,,0,T,4.1,,0,1108447.1991.11.27,29,76,,0,T,11,1991,1108447,93,8.4,,0,39,27,11.7,BC,,,,,6.3,,VANCOUVER INT'L A,,1991-11-27 00:00:00,0,
-123.18194444444444,49.195,,0,,2.5,,0,1108447.1991.11.28,29,65,,0.4,,11,1991,1108447,93,8,,0,70,28,12.7,BC,,,,,5.3,,VANCOUVER INT'L A,,1991-11-28 00:00:00,0.4,
-123.18194444444444,49.195,,0,,-1.6,,0,1108447.1991.11.29,0,49,,0,,11,1991,1108447,100,6.8,,0,0,29,15.4,BC,,,,,2.6,,VANCOUVER INT'L A,,1991-11-29 00:00:00,0,
-123.18194444444444,49.195,,0,,-0.5,,0,1108447.1991.11.30,0,81,,1.4,,11,1991,1108447,100,3.7,,0,0,30,16.4,BC,,,,,1.6,,VANCOUVER INT'L A,,1991-11-30 00:00:00,1.4,
-123.18194444444444,49.195,,0,,3.3,,0,1108447.1991.12.1,27,87,,1.8,,12,1991,1108447,100,7.3,,0,54,1,12.7,BC,,,,,5.3,,VANCOUVER INT'L A,,1991-12-01 00:00:00,1.8,
-123.18194444444444,49.195,,0,T,-0.3,,0,1108447.1991.12.2,0,81,,0,T,12,1991,1108447,100,6.9,,0,0,2,14.7,BC,,,,,3.3,,VANCOUVER INT'L A,,1991-12-02 00:00:00,0,
-123.18194444444444,49.195,,0,,5.3,,0,1108447.1991.12.3,0,93,,4.2,,12,1991,1108447,100,8.4,,0,0,3,11.1,BC,,,,,6.9,,VANCOUVER INT'L A,,1991-12-03 00:00:00,4.2,
-123.18194444444444,49.195,,0,,6.8,,0,1108447.1991.12.4,0,82,,5.2,,12,1991,1108447,100,10.7,,0,0,4,9.2,BC,,,,,8.8,,VANCOUVER INT'L A,,1991-12-04 00:00:00,5.2,
-123.18194444444444,49.195,,0,,7.3,,0,1108447.1991.12.5,16,71,,14.8,,12,1991,1108447,100,11.2,,0,52,5,8.7,BC,,,,,9.3,,VANCOUVER INT'L A,,1991-12-05 00:00:00,14.8,
-123.18194444444444,49.195,,0,,4.5,,0,1108447.1991.12.6,0,66,,4.6,,12,1991,1108447,93,9.9,,0,0,6,10.8,BC,,,,,7.2,,VANCOUVER INT'L A,,1991-12-06 00:00:00,4.6,
-123.18194444444444,49.195,,0,,1.1,,0,1108447.1991.12.7,18,71,,4.2,,12,1991,1108447,100,9.1,,0,44,7,12.9,BC,,,,,5.1,,VANCOUVER INT'L A,,1991-12-07 00:00:00,4.2,
-123.18194444444444,49.195,,0,,5.5,,0,1108447.1991.12.8,30,87,,2.6,,12,1991,1108447,100,9.5,,0,37,8,10.5,BC,,,,,7.5,,VANCOUVER INT'L A,,1991-12-08 00:00:00,2.6,
-123.18194444444444,49.195,,0,,4.3,,0,1108447.1991.12.9,18,71,,14.4,,12,1991,1108447,93,9.1,,0,39,9,11.3,BC,,,,,6.7,,VANCOUVER INT'L A,,1991-12-09 00:00:00,14.4,
-123.18194444444444,49.195,,0,T,0.2,,0,1108447.1991.12.10,16,76,,0,T,12,1991,1108447,93,7.1,,0,48,10,14.3,BC,,,,,3.7,,VANCOUVER INT'L A,,1991-12-10 00:00:00,0,
-123.18194444444444,49.195,,0,,4.8,,0,1108447.1991.12.11,17,76,,0.2,,12,1991,1108447,93,8.3,,0,57,11,11.4,BC,,,,,6.6,,VANCOUVER INT'L A,,1991-12-11 00:00:00,0.2,
-123.18194444444444,49.195,,0,,4.5,,0,1108447.1991.12.12,30,53,,7.2,,12,1991,1108447,100,8.4,,0,100,12,11.5,BC,,,,,6.5,,VANCOUVER INT'L A,,1991-12-12 00:00:00,7.2,
-123.18194444444444,49.195,,0,,-1.7,,0,1108447.1991.12.13,30,70,,0,,12,1991,1108447,93,4.8,,0,50,13,16.4,BC,,,,,1.6,,VANCOUVER INT'L A,,1991-12-13 00:00:00,0,
-123.18194444444444,49.195,,0,,-2.9,,0,1108447.1991.12.14,0,70,,0,,12,1991,1108447,93,4.5,,0,0,14,17.2,BC,,,,,0.8,,VANCOUVER INT'L A,,1991-12-14 00:00:00,0,
-123.18194444444444,49.195,,0,,-4.5,,0,1108447.1991.12.15,0,81,,0,,12,1991,1108447,100,4.8,,0,0,15,17.8,BC,,,,,0.2,,VANCOUVER INT'L A,,1991-12-15 00:00:00,0,
-123.18194444444444,49.195,,0,,-4.1,,0,1108447.1991.12.16,0,87,,0,,12,1991,1108447,100,4,,0,0,16,18.1,BC,,,,,-0.1,,VANCOUVER INT'L A,,1991-12-16 00:00:00,0,
-123.18194444444444,49.195,,0,,-2.5,,0,1108447.1991.12.17,0,81,,0,,12,1991,1108447,100,5.6,,0,0,17,16.4,BC,,,,,1.6,,VANCOUVER INT'L A,,1991-12-17 00:00:00,0,
-123.18194444444444,49.195,,0,,3.5,,0,1108447.1991.12.18,0,70,,8.6,,12,1991,1108447,93,8.3,,0,0,18,12.1,BC,,,,,5.9,,VANCOUVER INT'L A,,1991-12-18 00:00:00,8.6,
-123.18194444444444,49.195,,0,T,-0.7,,0,1108447.1991.12.19,0,87,,0,T,12,1991,1108447,100,6.4,,0,0,19,15.1,BC,,,,,2.9,,VANCOUVER INT'L A,,1991-12-19 00:00:00,0,
-123.18194444444444,49.195,,0,,3.4,,0,1108447.1991.12.20,14,70,,1.8,,12,1991,1108447,93,8.4,,0,37,20,12.1,BC,,,,,5.9,,VANCOUVER INT'L A,,1991-12-20 00:00:00,1.8,
-123.18194444444444,49.195,,0,,4.3,,0,1108447.1991.12.21,10,81,,0.2,,12,1991,1108447,93,7.6,,0,39,21,12,BC,,,,,6,,VANCOUVER INT'L A,,1991-12-21 00:00:00,0.2,
-123.18194444444444,49.195,,0,,0.3,,0,1108447.1991.12.22,0,70,,0,,12,1991,1108447,93,8.2,,0,0,22,13.7,BC,,,,,4.3,,VANCOUVER INT'L A,,1991-12-22 00:00:00,0,
-123.18194444444444,49.195,,0,T,3,,0,1108447.1991.12.23,0,81,,0,T,12,1991,1108447,93,6.5,,0,0,23,13.2,BC,,,,,4.8,,VANCOUVER INT'L A,,1991-12-23 00:00:00,0,
-123.18194444444444,49.195,,0,,3.2,,0,1108447.1991.12.24,0,87,,3.4,,12,1991,1108447,100,8,,0,0,24,12.4,BC,,,,,5.6,,VANCOUVER INT'L A,,1991-12-24 00:00:00,3.4,
-123.18194444444444,49.195,,0,,6.2,,0,1108447.1991.12.25,0,82,,0.8,,12,1991,1108447,100,10.2,,0,0,25,9.8,BC,,,,,8.2,,VANCOUVER INT'L A,,1991-12-25 00:00:00,0.8,
-123.18194444444444,49.195,,0,,8.1,,0,1108447.1991.12.26,9,82,,4,,12,1991,1108447,93,10.9,,0,37,26,8.5,BC,,,,,9.5,,VANCOUVER INT'L A,,1991-12-26 00:00:00,4,
-123.18194444444444,49.195,,0,,6.7,,0,1108447.1991.12.27,0,87,,6.6,,12,1991,1108447,100,11.6,,0,0,27,8.8,BC,,,,,9.2,,VANCOUVER INT'L A,,1991-12-27 00:00:00,6.6,
-123.18194444444444,49.195,,0,,4,,0,1108447.1991.12.28,0,71,,2.6,,12,1991,1108447,100,10,,0,0,28,11,BC,,,,,7,,VANCOUVER INT'L A,,1991-12-28 00:00:00,2.6,
-123.18194444444444,49.195,,0,,6.2,,0,1108447.1991.12.29,0,81,,5.4,,12,1991,1108447,100,9.7,,0,0,29,10,BC,,,,,8,,VANCOUVER INT'L A,,1991-12-29 00:00:00,5.4,
-123.18194444444444,49.195,,0,,4.9,,0,1108447.1991.12.30,0,87,,3,,12,1991,1108447,100,8.5,,0,0,30,11.3,BC,,,,,6.7,,VANCOUVER INT'L A,,1991-12-30 00:00:00,3,
-123.18194444444444,49.195,,0,,3.7,,0,1108447.1991.12.31,0,71,,0.2,,12,1991,1108447,93,9.2,,0,0,31,11.5,BC,,,,,6.5,,VANCOUVER INT'L A,,1991-12-31 00:00:00,0.2,
-123.18194444444444,49.195,,0,,6.4,,0,1108447.1992.1.1,13,71,,16.4,,1,1992,1108447,93,9,,0,52,1,10.3,BC,,,,,7.7,,VANCOUVER INT'L A,,1992-01-01 00:00:00,16.4,
-123.18194444444444,49.195,,0,,3.9,,0,1108447.1992.1.2,13,57,,8.2,,1,1992,1108447,100,9.6,,0,41,2,11.2,BC,,,,,6.8,,VANCOUVER INT'L A,,1992-01-02 00:00:00,8.2,
-123.18194444444444,49.195,,0,,2.4,,0,1108447.1992.1.3,10,71,,4.8,,1,1992,1108447,93,8.7,,0,46,3,12.4,BC,,,,,5.6,,VANCOUVER INT'L A,,1992-01-03 00:00:00,4.8,
-123.18194444444444,49.195,,0,,0.4,,0,1108447.1992.1.4,0,70,,3.8,,1,1992,1108447,93,8.4,,0,0,4,13.6,BC,,,,,4.4,,VANCOUVER INT'L A,,1992-01-04 00:00:00,3.8,
-123.18194444444444,49.195,,0,,-0.6,,0,1108447.1992.1.5,30,80,,0,,1,1992,1108447,100,4.6,,0,37,5,16,BC,,,,,2,,VANCOUVER INT'L A,,1992-01-05 00:00:00,0,
-123.18194444444444,49.195,,0,,-3.4,,0,1108447.1992.1.6,0,52,,0,,1,1992,1108447,93,4.8,,0,0,6,17.3,BC,,,,,0.7,,VANCOUVER INT'L A,,1992-01-06 00:00:00,0,
-123.18194444444444,49.195,,0,,-4.5,,0,1108447.1992.1.7,0,60,,0,,1,1992,1108447,93,4.8,,0,0,7,17.8,BC,,,,,0.2,,VANCOUVER INT'L A,,1992-01-07 00:00:00,0,
-123.18194444444444,49.195,,0,,-1.1,,0,1108447.1992.1.8,0,70,,0.8,,1,1992,1108447,87,4.6,,0,0,8,16.2,BC,,,,,1.8,,VANCOUVER INT'L A,,1992-01-08 00:00:00,0.8,T
-123.18194444444444,49.195,,0,,3.3,,0,1108447.1992.1.9,0,87,,33.4,,1,1992,1108447,100,8.8,,0,0,9,11.9,BC,,,,,6.1,,VANCOUVER INT'L A,,1992-01-09 00:00:00,33.4,
-123.18194444444444,49.195,,0,,6.1,,0,1108447.1992.1.10,13,81,,32,,1,1992,1108447,93,9.3,,0,41,10,10.3,BC,,,,,7.7,,VANCOUVER INT'L A,,1992-01-10 00:00:00,32,
-123.18194444444444,49.195,,0,,1.8,,0,1108447.1992.1.11,28,76,,0.4,,1,1992,1108447,100,7.9,,0,48,11,13.1,BC,,,,,4.9,,VANCOUVER INT'L A,,1992-01-11 00:00:00,0.4,
-123.18194444444444,49.195,,0,,0.5,,0,1108447.1992.1.12,0,87,,1.8,,1,1992,1108447,100,5.7,,0,0,12,14.9,BC,,,,,3.1,,VANCOUVER INT'L A,,1992-01-12 00:00:00,1.8,
-123.18194444444444,49.195,,0,,3.1,,0,1108447.1992.1.13,0,76,,0,,1,1992,1108447,100,7.4,,0,0,13,12.7,BC,,,,,5.3,,VANCOUVER INT'L A,,1992-01-13 00:00:00,0,
-123.18194444444444,49.195,,0,T,5.1,,0,1108447.1992.1.14,0,81,,0,T,1,1992,1108447,100,7.5,,0,0,14,11.7,BC,,,,,6.3,,VANCOUVER INT'L A,,1992-01-14 00:00:00,0,
-123.18194444444444,49.195,,0,,6.4,,0,1108447.1992.1.15,0,76,,1.4,,1,1992,1108447,100,10,,0,0,15,9.8,BC,,,,,8.2,,VANCOUVER INT'L A,,1992-01-15 00:00:00,1.4,
-123.18194444444444,49.195,,0,,2,,0,1108447.1992.1.16,30,87,,0.4,,1,1992,1108447,100,7.8,,0,32,16,13.1,BC,,,,,4.9,,VANCOUVER INT'L A,,1992-01-16 00:00:00,0.4,
-123.18194444444444,49.195,,0,,-2.4,,0,1108447.1992.1.17,0,87,,0,,1,1992,1108447,100,5.1,,0,0,17,16.6,BC,,,,,1.4,,VANCOUVER INT'L A,,1992-01-17 00:00:00,0,
-123.18194444444444,49.195,,0,,-1.9,,0,1108447.1992.1.18,0,93,,0,,1,1992,1108447,100,4.8,,0,0,18,16.5,BC,,,,,1.5,,VANCOUVER INT'L A,,1992-01-18 00:00:00,0,
-123.18194444444444,49.195,,0,,-0.9,,0,1108447.1992.1.19,0,62,,0,,1,1992,1108447,100,10.7,,0,0,19,13.1,BC,,,,,4.9,,VANCOUVER INT'L A,,1992-01-19 00:00:00,0,
-123.18194444444444,49.195,,0,,-0.5,,0,1108447.1992.1.20,0,57,,3.6,,1,1992,1108447,87,9.7,,0,0,20,13.4,BC,,,,,4.6,,VANCOUVER INT'L A,,1992-01-20 00:00:00,3.6,
-123.18194444444444,49.195,,0,,3.5,,0,1108447.1992.1.21,30,66,,4.4,,1,1992,1108447,93,8.7,,0,63,21,11.9,BC,,,,,6.1,,VANCOUVER INT'L A,,1992-01-21 00:00:00,4.4,
-123.18194444444444,49.195,,0,,3.5,,0,1108447.1992.1.22,0,75,,7.4,,1,1992,1108447,93,5.7,,0,0,22,13.4,BC,,,,,4.6,,VANCOUVER INT'L A,,1992-01-22 00:00:00,7.4,
-123.18194444444444,49.195,,0,,5.1,,0,1108447.1992.1.23,16,87,,39.8,,1,1992,1108447,100,10.7,,0,44,23,10.1,BC,,,,,7.9,,VANCOUVER INT'L A,,1992-01-23 00:00:00,39.8,
-123.18194444444444,49.195,,0,,6,,0,1108447.1992.1.24,30,81,,0.8,,1,1992,1108447,100,10.7,,0,32,24,9.6,BC,,,,,8.4,,VANCOUVER INT'L A,,1992-01-24 00:00:00,0.8,
-123.18194444444444,49.195,,0,T,5.6,,0,1108447.1992.1.25,17,66,,0,T,1,1992,1108447,93,11.8,,0,67,25,9.3,BC,,,,,8.7,,VANCOUVER INT'L A,,1992-01-25 00:00:00,0,
-123.18194444444444,49.195,,0,,4.6,,0,1108447.1992.1.26,10,66,,2.2,,1,1992,1108447,93,9.5,,0,43,26,10.9,BC,,,,,7.1,,VANCOUVER INT'L A,,1992-01-26 00:00:00,2.2,
-123.18194444444444,49.195,,0,,6.6,,0,1108447.1992.1.27,9,82,,22.6,,1,1992,1108447,93,11.7,,0,44,27,8.8,BC,,,,,9.2,,VANCOUVER INT'L A,,1992-01-27 00:00:00,22.6,
