x,y,COOLING_DEGREE_DAYS,LOCAL_DAY,SPEED_MAX_GUST,DIRECTION_MAX_GUST,TOTAL_RAIN,MEAN_TEMPERATURE_FLAG,MAX_REL_HUMIDITY,PROVINCE_CODE,TOTAL_PRECIPITATION,HEATING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,DIRECTION_MAX_GUST_FLAG,SNOW_ON_GROUND,MIN_TEMPERATURE,LOCAL_MONTH,LOCAL_DATE,TOTAL_PRECIPITATION_FLAG,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY_FLAG,CLIMATE_IDENTIFIER,MEAN_TEMPERATURE,SNOW_ON_GROUND_FLAG,MAX_TEMPERATURE_FLAG,TOTAL_RAIN_FLAG,TOTAL_SNOW,LOCAL_YEAR,TOTAL_SNOW_FLAG,ID,STATION_NAME,MIN_TEMPERATURE_FLAG,SPEED_MAX_GUST_FLAG,MAX_TEMPERATURE,HEATING_DEGREE_DAYS_FLAG
-122.36,49.02527777777778,0,15,0,0,0,,,BC,0,12.4,,,,0,1.7,4,1972-04-15 00:00:00,,,,1100030,5.6,,,,0,1972,,1100030.1972.4.15,ABBOTSFORD A,,,9.4,
-122.36,49.02527777777778,0,16,0,0,0.8,,,BC,0.8,14.4,,,,0,-1.1,4,1972-04-16 00:00:00,,,,1100030,3.6,,,,0,1972,,1100030.1972.4.16,ABBOTSFORD A,,,8.3,
-122.36,49.02527777777778,0,17,0,0,0.3,,,BC,0.3,14.1,,,,0,-1.7,4,1972-04-17 00:00:00,,,,1100030,3.9,,,,0,1972,,1100030.1972.4.17,ABBOTSFORD A,,,9.4,
-122.36,49.02527777777778,0,18,0,0,0,,,BC,0,12.7,,,,0,0,4,1972-04-18 00:00:00,T,,,1100030,5.3,,,T,0,1972,,1100030.1972.4.18,ABBOTSFORD A,,,10.6,
-122.36,49.02527777777778,0,19,0,0,0,,,BC,0,13.3,,,,0,-0.6,4,1972-04-19 00:00:00,T,,,1100030,4.7,,,T,0,1972,,1100030.1972.4.19,ABBOTSFORD A,,,10,
-122.36,49.02527777777778,0,20,0,0,23.6,,,BC,23.6,10.8,,,,0,5,4,1972-04-20 00:00:00,,,,1100030,7.2,,,,0,1972,,1100030.1972.4.20,ABBOTSFORD A,,,9.4,
-122.36,49.02527777777778,0,21,37,23,10.7,,,BC,10.7,11.3,,,,0,4.4,4,1972-04-21 00:00:00,,,,1100030,6.7,,,,0,1972,,1100030.1972.4.21,ABBOTSFORD A,,,8.9,
-122.36,49.02527777777778,0,22,0,0,0.8,,,BC,0.8,11.3,,,,0,2.2,4,1972-04-22 00:00:00,,,,1100030,6.7,,,,0,1972,,1100030.1972.4.22,ABBOTSFORD A,,,11.1,
-122.36,49.02527777777778,0,23,0,0,0,,,BC,0,7.1,,,,0,5,4,1972-04-23 00:00:00,,,,1100030,10.9,,,,0,1972,,1100030.1972.4.23,ABBOTSFORD A,,,16.7,
-122.36,49.02527777777778,0,24,0,0,26.9,,,BC,26.9,8.5,,,,0,6.7,4,1972-04-24 00:00:00,,,,1100030,9.5,,,,0,1972,,1100030.1972.4.24,ABBOTSFORD A,,,12.2,
-122.36,49.02527777777778,0,25,0,0,1.5,,,BC,1.5,8.5,,,,0,6.1,4,1972-04-25 00:00:00,,,,1100030,9.5,,,,0,1972,,1100030.1972.4.25,ABBOTSFORD A,,,12.8,
-122.36,49.02527777777778,0,26,0,0,0,,,BC,0,8.8,,,,0,5.6,4,1972-04-26 00:00:00,T,,,1100030,9.2,,,T,0,1972,,1100030.1972.4.26,ABBOTSFORD A,,,12.8,
-122.36,49.02527777777778,0,27,0,0,0,,,BC,0,4.6,,,,0,5.6,4,1972-04-27 00:00:00,,,,1100030,13.4,,,,0,1972,,1100030.1972.4.27,ABBOTSFORD A,,,21.1,
-122.36,49.02527777777778,0,28,35,20,14.2,,,BC,14.2,10.2,,,,0,4.4,4,1972-04-28 00:00:00,,,,1100030,7.8,,,,0,1972,T,1100030.1972.4.28,ABBOTSFORD A,,,11.1,
-122.36,49.02527777777778,0,29,0,0,16.8,,,BC,17.8,12.4,,,,0,1.1,4,1972-04-29 00:00:00,,,,1100030,5.6,,,,0.8,1972,,1100030.1972.4.29,ABBOTSFORD A,,,10,
-122.36,49.02527777777778,0,30,0,0,0,,,BC,0,13,,,,0,-1.1,4,1972-04-30 00:00:00,,,,1100030,5,,,,0,1972,,1100030.1972.4.30,ABBOTSFORD A,,,11.1,
-122.36,49.02527777777778,0,1,0,0,0,,,BC,0,8.6,,,,0,4.4,5,1972-05-01 00:00:00,T,,,1100030,9.4,,,T,0,1972,,1100030.1972.5.1,ABBOTSFORD A,,,14.4,
-122.36,49.02527777777778,0,2,0,0,1,,,BC,1,6.3,,,,0,7.2,5,1972-05-02 00:00:00,,,,1100030,11.7,,,,0,1972,,1100030.1972.5.2,ABBOTSFORD A,,,16.1,
-122.36,49.02527777777778,0,3,0,0,0,,,BC,0,6.9,,,,0,4.4,5,1972-05-03 00:00:00,,,,1100030,11.1,,,,0,1972,,1100030.1972.5.3,ABBOTSFORD A,,,17.8,
-122.36,49.02527777777778,0,4,0,0,0,,,BC,0,4.9,,,,0,3.9,5,1972-05-04 00:00:00,,,,1100030,13.1,,,,0,1972,,1100030.1972.5.4,ABBOTSFORD A,,,22.2,
-122.36,49.02527777777778,0,5,32,5,0,,,BC,0,1.9,,,,0,8.3,5,1972-05-05 00:00:00,,,,1100030,16.1,,,,0,1972,,1100030.1972.5.5,ABBOTSFORD A,,,23.9,
-122.36,49.02527777777778,0,6,0,0,4.1,,,BC,4.1,5.5,,,,0,7.2,5,1972-05-06 00:00:00,,,,1100030,12.5,,,,0,1972,,1100030.1972.5.6,ABBOTSFORD A,,,17.8,
-122.36,49.02527777777778,0,7,0,0,8.9,,,BC,8.9,5.5,,,,0,8.3,5,1972-05-07 00:00:00,,,,1100030,12.5,,,,0,1972,,1100030.1972.5.7,ABBOTSFORD A,,,16.7,
-122.36,49.02527777777778,0,8,0,0,16.5,,,BC,16.5,8.3,,,,0,8.3,5,1972-05-08 00:00:00,,,,1100030,9.7,,,,0,1972,,1100030.1972.5.8,ABBOTSFORD A,,,11.1,
-122.36,49.02527777777778,0,9,0,0,0.5,,,BC,0.5,8.8,,,,0,6.1,5,1972-05-09 00:00:00,,,,1100030,9.2,,,,0,1972,,1100030.1972.5.9,ABBOTSFORD A,,,12.2,
-122.36,49.02527777777778,0,10,0,0,0,,,BC,0,7.7,,,,0,4.4,5,1972-05-10 00:00:00,,,,1100030,10.3,,,,0,1972,,1100030.1972.5.10,ABBOTSFORD A,,,16.1,
-122.36,49.02527777777778,0,11,0,0,0,,,BC,0,6.3,,,,0,7.2,5,1972-05-11 00:00:00,T,,,1100030,11.7,,,T,0,1972,,1100030.1972.5.11,ABBOTSFORD A,,,16.1,
-122.36,49.02527777777778,0,12,0,0,0,,,BC,0,0.8,,,,0,11.1,5,1972-05-12 00:00:00,,,,1100030,17.2,,,,0,1972,,1100030.1972.5.12,ABBOTSFORD A,,,23.3,
-122.36,49.02527777777778,0,13,0,0,0,,,BC,0,2.1,,,,0,8.9,5,1972-05-13 00:00:00,,,,1100030,15.9,,,,0,1972,,1100030.1972.5.13,ABBOTSFORD A,,,22.8,
-122.36,49.02527777777778,0,14,0,0,0,,,BC,0,3,,,,0,9.4,5,1972-05-14 00:00:00,T,,,1100030,15,,,T,0,1972,,1100030.1972.5.14,ABBOTSFORD A,,,20.6,
-122.36,49.02527777777778,0,15,0,0,23.6,,,BC,23.6,5.5,,,,0,10,5,1972-05-15 00:00:00,,,,1100030,12.5,,,,0,1972,,1100030.1972.5.15,ABBOTSFORD A,,,15,
-122.36,49.02527777777778,0,16,0,0,7.1,,,BC,7.1,5.2,,,,0,9.4,5,1972-05-16 00:00:00,,,,1100030,12.8,,,,0,1972,,1100030.1972.5.16,ABBOTSFORD A,,,16.1,
-122.36,49.02527777777778,0,17,0,0,1.3,,,BC,1.3,8.5,,,,0,6.7,5,1972-05-17 00:00:00,,,,1100030,9.5,,,,0,1972,,1100030.1972.5.17,ABBOTSFORD A,,,12.2,
-122.36,49.02527777777778,0,18,0,0,0.5,,,BC,0.5,6.3,,,,0,5.6,5,1972-05-18 00:00:00,,,,1100030,11.7,,,,0,1972,,1100030.1972.5.18,ABBOTSFORD A,,,17.8,
-122.36,49.02527777777778,0,19,43,5,0,,,BC,0,1.9,,,,0,5,5,1972-05-19 00:00:00,,,,1100030,16.1,,,,0,1972,,1100030.1972.5.19,ABBOTSFORD A,,,27.2,
-122.36,49.02527777777778,1.2,20,0,0,0,,,BC,0,0,,,,0,11.1,5,1972-05-20 00:00:00,,,,1100030,19.2,,,,0,1972,,1100030.1972.5.20,ABBOTSFORD A,,,27.2,
-122.36,49.02527777777778,0,21,43,20,1.5,,,BC,1.5,3.3,,,,0,11.1,5,1972-05-21 00:00:00,,,,1100030,14.7,,,,0,1972,,1100030.1972.5.21,ABBOTSFORD A,,,18.3,
-122.36,49.02527777777778,0,22,0,0,2.5,,,BC,2.5,5.8,,,,0,9.4,5,1972-05-22 00:00:00,,,,1100030,12.2,,,,0,1972,,1100030.1972.5.22,ABBOTSFORD A,,,15,
-122.36,49.02527777777778,0,23,0,0,1.8,,,BC,1.8,9.9,,,,0,5.6,5,1972-05-23 00:00:00,,,,1100030,8.1,,,,0,1972,,1100030.1972.5.23,ABBOTSFORD A,,,10.6,
-122.36,49.02527777777778,0,24,0,0,1,,,BC,1,9.1,,,,0,4.4,5,1972-05-24 00:00:00,,,,1100030,8.9,,,,0,1972,,1100030.1972.5.24,ABBOTSFORD A,,,13.3,
-122.36,49.02527777777778,0,25,0,0,0,,,BC,0,6.3,,,,0,3.3,5,1972-05-25 00:00:00,,,,1100030,11.7,,,,0,1972,,1100030.1972.5.25,ABBOTSFORD A,,,20,
-122.36,49.02527777777778,0,26,0,0,0,,,BC,0,1.6,,,,0,6.1,5,1972-05-26 00:00:00,,,,1100030,16.4,,,,0,1972,,1100030.1972.5.26,ABBOTSFORD A,,,26.7,
-122.36,49.02527777777778,2.6,27,0,0,0,,,BC,0,0,,,,0,11.7,5,1972-05-27 00:00:00,,,,1100030,20.6,,,,0,1972,,1100030.1972.5.27,ABBOTSFORD A,,,29.4,
-122.36,49.02527777777778,3.4,28,0,0,0,,,BC,0,0,,,,0,11.7,5,1972-05-28 00:00:00,,,,1100030,21.4,,,,0,1972,,1100030.1972.5.28,ABBOTSFORD A,,,31.1,
-122.36,49.02527777777778,0,29,34,23,0,,,BC,0,0.8,,,,0,11.1,5,1972-05-29 00:00:00,,,,1100030,17.2,,,,0,1972,,1100030.1972.5.29,ABBOTSFORD A,,,23.3,
-122.36,49.02527777777778,0,30,0,0,0,,,BC,0,3.2,,,,0,7.8,5,1972-05-30 00:00:00,,,,1100030,14.8,,,,0,1972,,1100030.1972.5.30,ABBOTSFORD A,,,21.7,
-122.36,49.02527777777778,0,31,0,0,0,,,BC,0,4.9,,,,0,8.3,5,1972-05-31 00:00:00,,,,1100030,13.1,,,,0,1972,,1100030.1972.5.31,ABBOTSFORD A,,,17.8,
-122.36,49.02527777777778,0,1,0,0,0,,,BC,0,6,,,,0,5,6,1972-06-01 00:00:00,,,,1100030,12,,,,0,1972,,1100030.1972.6.1,ABBOTSFORD A,,,18.9,
-122.36,49.02527777777778,0,2,0,0,0,,,BC,0,4.1,,,,0,4.4,6,1972-06-02 00:00:00,,,,1100030,13.9,,,,0,1972,,1100030.1972.6.2,ABBOTSFORD A,,,23.3,
-122.36,49.02527777777778,0,3,40,23,0,,,BC,0,3.8,,,,0,6.7,6,1972-06-03 00:00:00,,,,1100030,14.2,,,,0,1972,,1100030.1972.6.3,ABBOTSFORD A,,,21.7,
-122.36,49.02527777777778,0,4,0,0,0,,,BC,0,3.8,,,,0,5.6,6,1972-06-04 00:00:00,,,,1100030,14.2,,,,0,1972,,1100030.1972.6.4,ABBOTSFORD A,,,22.8,
-122.36,49.02527777777778,0,5,0,0,0,,,BC,0,0.8,,,,0,10,6,1972-06-05 00:00:00,,,,1100030,17.2,,,,0,1972,,1100030.1972.6.5,ABBOTSFORD A,,,24.4,
-122.36,49.02527777777778,0,6,0,0,0,,,BC,0,2.1,,,,0,7.8,6,1972-06-06 00:00:00,,,,1100030,15.9,,,,0,1972,,1100030.1972.6.6,ABBOTSFORD A,,,23.9,
-122.36,49.02527777777778,0,7,0,0,0,,,BC,0,2.1,,,,0,10.6,6,1972-06-07 00:00:00,,,,1100030,15.9,,,,0,1972,,1100030.1972.6.7,ABBOTSFORD A,,,21.1,
-122.36,49.02527777777778,0.6,8,0,0,5.1,,,BC,5.1,0,,,,0,8.3,6,1972-06-08 00:00:00,,,,1100030,18.6,,,,0,1972,,1100030.1972.6.8,ABBOTSFORD A,,,28.9,
-122.36,49.02527777777778,0,9,0,0,0,,,BC,0,3.2,,,,0,10.6,6,1972-06-09 00:00:00,T,,,1100030,14.8,,,T,0,1972,,1100030.1972.6.9,ABBOTSFORD A,,,18.9,
-122.36,49.02527777777778,0,10,0,0,13.5,,,BC,13.5,5.2,,,,0,10,6,1972-06-10 00:00:00,,,,1100030,12.8,,,,0,1972,,1100030.1972.6.10,ABBOTSFORD A,,,15.6,
-122.36,49.02527777777778,0,11,0,0,0.8,,,BC,0.8,4.6,,,,0,8.9,6,1972-06-11 00:00:00,,,,1100030,13.4,,,,0,1972,,1100030.1972.6.11,ABBOTSFORD A,,,17.8,
-122.36,49.02527777777778,0,12,35,20,3.6,,,BC,3.6,5.8,,,,0,10,6,1972-06-12 00:00:00,,,,1100030,12.2,,,,0,1972,,1100030.1972.6.12,ABBOTSFORD A,,,14.4,
-122.36,49.02527777777778,0,13,0,0,0,,,BC,0,3.3,,,,0,11.1,6,1972-06-13 00:00:00,T,,,1100030,14.7,,,T,0,1972,,1100030.1972.6.13,ABBOTSFORD A,,,18.3,
-122.36,49.02527777777778,0,14,0,0,2.8,,,BC,2.8,4.1,,,,0,10.6,6,1972-06-14 00:00:00,,,,1100030,13.9,,,,0,1972,,1100030.1972.6.14,ABBOTSFORD A,,,17.2,
-122.36,49.02527777777778,0,15,0,0,8.4,,,BC,8.4,2.7,,,,0,12.2,6,1972-06-15 00:00:00,,,,1100030,15.3,,,,0,1972,,1100030.1972.6.15,ABBOTSFORD A,,,18.3,
-122.36,49.02527777777778,0,16,0,0,1,,,BC,1,3.8,,,,0,10.6,6,1972-06-16 00:00:00,,,,1100030,14.2,,,,0,1972,,1100030.1972.6.16,ABBOTSFORD A,,,17.8,
-122.36,49.02527777777778,0,17,0,0,0,,,BC,0,5.2,,,,0,8.3,6,1972-06-17 00:00:00,T,,,1100030,12.8,,,T,0,1972,,1100030.1972.6.17,ABBOTSFORD A,,,17.2,
-122.36,49.02527777777778,0,18,0,0,0,,,BC,0,3.5,,,,0,6.7,6,1972-06-18 00:00:00,,,,1100030,14.5,,,,0,1972,,1100030.1972.6.18,ABBOTSFORD A,,,22.2,
-122.36,49.02527777777778,0,19,0,0,0,,,BC,0,2.7,,,,0,7.2,6,1972-06-19 00:00:00,,,,1100030,15.3,,,,0,1972,,1100030.1972.6.19,ABBOTSFORD A,,,23.3,
-122.36,49.02527777777778,0,20,0,0,2.3,,,BC,2.3,5.8,,,,0,9.4,6,1972-06-20 00:00:00,,,,1100030,12.2,,,,0,1972,,1100030.1972.6.20,ABBOTSFORD A,,,15,
-122.36,49.02527777777778,0,21,0,0,0,,,BC,0,3.8,,,,0,11.7,6,1972-06-21 00:00:00,,,,1100030,14.2,,,,0,1972,,1100030.1972.6.21,ABBOTSFORD A,,,16.7,
-122.36,49.02527777777778,0,22,0,0,1.3,,,BC,1.3,4.3,,,,0,10.6,6,1972-06-22 00:00:00,,,,1100030,13.7,,,,0,1972,,1100030.1972.6.22,ABBOTSFORD A,,,16.7,
-122.36,49.02527777777778,0,23,0,0,10.4,,,BC,10.4,5.5,,,,0,10.6,6,1972-06-23 00:00:00,,,,1100030,12.5,,,,0,1972,,1100030.1972.6.23,ABBOTSFORD A,,,14.4,
-122.36,49.02527777777778,0,24,0,0,10.9,,,BC,10.9,3.8,,,,0,10.6,6,1972-06-24 00:00:00,,,,1100030,14.2,,,,0,1972,,1100030.1972.6.24,ABBOTSFORD A,,,17.8,
-122.36,49.02527777777778,0,25,0,0,4.3,,,BC,4.3,3.8,,,,0,11.7,6,1972-06-25 00:00:00,,,,1100030,14.2,,,,0,1972,,1100030.1972.6.25,ABBOTSFORD A,,,16.7,
-122.36,49.02527777777778,0,26,0,0,0.8,,,BC,0.8,5.5,,,,0,10.6,6,1972-06-26 00:00:00,,,,1100030,12.5,,,,0,1972,,1100030.1972.6.26,ABBOTSFORD A,,,14.4,
-122.36,49.02527777777778,0,27,0,0,6.6,,,BC,6.6,3.8,,,,0,12.2,6,1972-06-27 00:00:00,,,,1100030,14.2,,,,0,1972,,1100030.1972.6.27,ABBOTSFORD A,,,16.1,
-122.36,49.02527777777778,0,28,0,0,0,,,BC,0,2.4,,,,0,11.7,6,1972-06-28 00:00:00,T,,,1100030,15.6,,,T,0,1972,,1100030.1972.6.28,ABBOTSFORD A,,,19.4,
-122.36,49.02527777777778,0,29,0,0,0,,,BC,0,1.9,,,,0,11.1,6,1972-06-29 00:00:00,,,,1100030,16.1,,,,0,1972,,1100030.1972.6.29,ABBOTSFORD A,,,21.1,
-122.36,49.02527777777778,0,30,0,0,0,,,BC,0,4.1,,,,0,7.2,6,1972-06-30 00:00:00,,,,1100030,13.9,,,,0,1972,,1100030.1972.6.30,ABBOTSFORD A,,,20.6,
-122.36,49.02527777777778,0,1,0,0,0,,,BC,0,2.4,,,,0,5.6,7,1972-07-01 00:00:00,,,,1100030,15.6,,,,0,1972,,1100030.1972.7.1,ABBOTSFORD A,,,25.6,
-122.36,49.02527777777778,2.3,2,0,0,0,,,BC,0,0,,,,0,11.1,7,1972-07-02 00:00:00,,,,1100030,20.3,,,,0,1972,,1100030.1972.7.2,ABBOTSFORD A,,,29.4,
-122.36,49.02527777777778,1.7,3,0,0,0,,,BC,0,0,,,,0,9.4,7,1972-07-03 00:00:00,,,,1100030,19.7,,,,0,1972,,1100030.1972.7.3,ABBOTSFORD A,,,30,
-122.36,49.02527777777778,3.7,4,0,0,0,,,BC,0,0,,,,0,11.7,7,1972-07-04 00:00:00,,,,1100030,21.7,,,,0,1972,,1100030.1972.7.4,ABBOTSFORD A,,,31.7,
-122.36,49.02527777777778,3.4,5,0,0,0,,,BC,0,0,,,,0,12.2,7,1972-07-05 00:00:00,,,,1100030,21.4,,,,0,1972,,1100030.1972.7.5,ABBOTSFORD A,,,30.6,
-122.36,49.02527777777778,0,6,0,0,0,,,BC,0,3.3,,,,0,11.1,7,1972-07-06 00:00:00,,,,1100030,14.7,,,,0,1972,,1100030.1972.7.6,ABBOTSFORD A,,,18.3,
-122.36,49.02527777777778,0,7,0,0,0,,,BC,0,4.4,,,,0,8.3,7,1972-07-07 00:00:00,,,,1100030,13.6,,,,0,1972,,1100030.1972.7.7,ABBOTSFORD A,,,18.9,
-122.36,49.02527777777778,0,8,0,0,23.9,,,BC,23.9,3.5,,,,0,11.1,7,1972-07-08 00:00:00,,,,1100030,14.5,,,,0,1972,,1100030.1972.7.8,ABBOTSFORD A,,,17.8,
-122.36,49.02527777777778,0,9,0,0,19.6,,,BC,19.6,5.2,,,,0,10,7,1972-07-09 00:00:00,,,,1100030,12.8,,,,0,1972,,1100030.1972.7.9,ABBOTSFORD A,,,15.6,
-122.36,49.02527777777778,0,10,0,0,7.4,,,BC,7.4,5.7,,,,0,6.7,7,1972-07-10 00:00:00,,,,1100030,12.3,,,,0,1972,,1100030.1972.7.10,ABBOTSFORD A,,,17.8,
-122.36,49.02527777777778,0,11,0,0,21.1,,,BC,21.1,4.1,,,,0,11.7,7,1972-07-11 00:00:00,,,,1100030,13.9,,,,0,1972,,1100030.1972.7.11,ABBOTSFORD A,,,16.1,
-122.36,49.02527777777778,0,12,0,0,70.1,,,BC,70.1,2.7,,,,0,13.9,7,1972-07-12 00:00:00,,,,1100030,15.3,,,,0,1972,,1100030.1972.7.12,ABBOTSFORD A,,,16.7,
-122.36,49.02527777777778,0,13,0,0,0.5,,,BC,0.5,1.6,,,,0,13.9,7,1972-07-13 00:00:00,,,,1100030,16.4,,,,0,1972,,1100030.1972.7.13,ABBOTSFORD A,,,18.9,
-122.36,49.02527777777778,0,14,0,0,0,,,BC,0,0.5,,,,0,12.8,7,1972-07-14 00:00:00,,,,1100030,17.5,,,,0,1972,,1100030.1972.7.14,ABBOTSFORD A,,,22.2,
