x,y,COOLING_DEGREE_DAYS,LOCAL_DAY,SPEED_MAX_GUST,DIRECTION_MAX_GUST,TOTAL_RAIN,MEAN_TEMPERATURE_FLAG,MAX_REL_HUMIDITY,PROVINCE_CODE,TOTAL_PRECIPITATION,HEATING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,DIRECTION_MAX_GUST_FLAG,SNOW_ON_GROUND,MIN_TEMPERATURE,LOCAL_MONTH,LOCAL_DATE,TOTAL_PRECIPITATION_FLAG,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY_FLAG,CLIMATE_IDENTIFIER,MEAN_TEMPERATURE,SNOW_ON_GROUND_FLAG,MAX_TEMPERATURE_FLAG,TOTAL_RAIN_FLAG,TOTAL_SNOW,LOCAL_YEAR,TOTAL_SNOW_FLAG,ID,STATION_NAME,MIN_TEMPERATURE_FLAG,SPEED_MAX_GUST_FLAG,MAX_TEMPERATURE,HEATING_DEGREE_DAYS_FLAG
-122.36,49.02527777777778,0,4,39,24,0,,,BC,0,12.3,,,,0,1.6,11,1999-11-04 00:00:00,T,M,M,1100030,5.7,,,T,0,1999,,1100030.1999.11.4,ABBOTSFORD A,,,9.7,
-122.36,49.02527777777778,0,5,0,0,2.6,,,BC,2.6,13.2,,,,0,1.5,11,1999-11-05 00:00:00,,M,M,1100030,4.8,,,,0,1999,,1100030.1999.11.5,ABBOTSFORD A,,,8.1,
-122.36,49.02527777777778,0,6,0,0,17.8,,,BC,17.8,10,,,,0,5.7,11,1999-11-06 00:00:00,,M,M,1100030,8,,,,0,1999,,1100030.1999.11.6,ABBOTSFORD A,,,10.3,
-122.36,49.02527777777778,0,7,0,0,0.4,,,BC,0.4,7.1,,,,0,8.4,11,1999-11-07 00:00:00,,M,M,1100030,10.9,,,,0,1999,,1100030.1999.11.7,ABBOTSFORD A,,,13.4,
-122.36,49.02527777777778,0,8,41,17,11.8,,,BC,11.8,6.9,,,,0,9.2,11,1999-11-08 00:00:00,,M,M,1100030,11.1,,,,0,1999,,1100030.1999.11.8,ABBOTSFORD A,,,12.9,
-122.36,49.02527777777778,0,9,46,17,7.6,,,BC,7.6,7.7,,,,0,7.7,11,1999-11-09 00:00:00,,M,M,1100030,10.3,,,,0,1999,,1100030.1999.11.9,ABBOTSFORD A,,,12.8,
-122.36,49.02527777777778,0,10,0,0,11,,,BC,11,9.2,,,,0,7.3,11,1999-11-10 00:00:00,,M,M,1100030,8.8,,,,0,1999,,1100030.1999.11.10,ABBOTSFORD A,,,10.2,
-122.36,49.02527777777778,0,11,39,21,21,,,BC,21,6.6,,,,0,7,11,1999-11-11 00:00:00,,M,M,1100030,11.4,,,,0,1999,,1100030.1999.11.11,ABBOTSFORD A,,,15.7,
-122.36,49.02527777777778,0,12,0,0,27.6,,,BC,27.6,9.2,,,,0,5.5,11,1999-11-12 00:00:00,,M,M,1100030,8.8,,,,0,1999,,1100030.1999.11.12,ABBOTSFORD A,,,12,
-122.36,49.02527777777778,0,13,0,0,21.4,,,BC,21.4,11.4,,,,0,5.4,11,1999-11-13 00:00:00,,M,M,1100030,6.6,,,,0,1999,,1100030.1999.11.13,ABBOTSFORD A,,,7.7,
-122.36,49.02527777777778,0,14,0,0,0.2,,,BC,0.2,7.4,,,,0,7.7,11,1999-11-14 00:00:00,,M,M,1100030,10.6,,,,0,1999,,1100030.1999.11.14,ABBOTSFORD A,,,13.4,
-122.36,49.02527777777778,0,15,0,0,1.4,,,BC,1.4,7.2,,,,0,7.7,11,1999-11-15 00:00:00,,M,M,1100030,10.8,,,,0,1999,,1100030.1999.11.15,ABBOTSFORD A,,,13.9,
-122.36,49.02527777777778,0,16,0,0,13.4,,,BC,13.4,7,,,,0,8.6,11,1999-11-16 00:00:00,,M,M,1100030,11,,,,0,1999,,1100030.1999.11.16,ABBOTSFORD A,,,13.4,
-122.36,49.02527777777778,0,17,0,0,5.6,,,BC,5.6,9.3,,,,0,5.9,11,1999-11-17 00:00:00,,M,M,1100030,8.7,,,,0,1999,,1100030.1999.11.17,ABBOTSFORD A,,,11.4,
-122.36,49.02527777777778,0,18,0,0,0,,,BC,0,10.3,,,,0,4.4,11,1999-11-18 00:00:00,,M,M,1100030,7.7,,,,0,1999,,1100030.1999.11.18,ABBOTSFORD A,,,11,
-122.36,49.02527777777778,0,19,39,18,14.8,,,BC,14.8,8.8,,,,0,7.5,11,1999-11-19 00:00:00,,M,M,1100030,9.2,,,,0,1999,,1100030.1999.11.19,ABBOTSFORD A,,,10.9,
-122.36,49.02527777777778,0,20,37,19,5,,,BC,5,9.7,,,,0,6,11,1999-11-20 00:00:00,,M,M,1100030,8.3,,,,0,1999,,1100030.1999.11.20,ABBOTSFORD A,,,10.5,
-122.36,49.02527777777778,0,21,0,0,6.2,,,BC,6.2,12.3,,,,0,3,11,1999-11-21 00:00:00,,M,M,1100030,5.7,,,,0,1999,,1100030.1999.11.21,ABBOTSFORD A,,,8.4,
-122.36,49.02527777777778,0,22,0,0,7.2,,,BC,7.2,11.8,,,,0,4.3,11,1999-11-22 00:00:00,,M,M,1100030,6.2,,,,0,1999,,1100030.1999.11.22,ABBOTSFORD A,,,8,
-122.36,49.02527777777778,0,23,0,0,9,,,BC,9,11.6,,,,0,4.6,11,1999-11-23 00:00:00,,M,M,1100030,6.4,,,,0,1999,,1100030.1999.11.23,ABBOTSFORD A,,,8.2,
-122.36,49.02527777777778,0,24,44,18,29.2,,,BC,29.2,10.4,,,,0,5.4,11,1999-11-24 00:00:00,,M,M,1100030,7.6,,,,0,1999,,1100030.1999.11.24,ABBOTSFORD A,,,9.8,
-122.36,49.02527777777778,0,25,0,0,3,,,BC,3,11.2,,,,0,4.8,11,1999-11-25 00:00:00,,M,M,1100030,6.8,,,,0,1999,,1100030.1999.11.25,ABBOTSFORD A,,,8.7,
-122.36,49.02527777777778,0,26,0,0,1.2,,,BC,1.2,14.1,,,,0,1.9,11,1999-11-26 00:00:00,,M,M,1100030,3.9,,,,0,1999,,1100030.1999.11.26,ABBOTSFORD A,,,5.8,
-122.36,49.02527777777778,0,27,0,0,6.2,,,BC,6.2,15.1,,,,0,1.9,11,1999-11-27 00:00:00,,M,M,1100030,2.9,,,,0,1999,,1100030.1999.11.27,ABBOTSFORD A,,,3.8,
-122.36,49.02527777777778,0,28,0,0,3,,,BC,3,11.8,,,,0,3.6,11,1999-11-28 00:00:00,,M,M,1100030,6.2,,,,0,1999,,1100030.1999.11.28,ABBOTSFORD A,,,8.7,
-122.36,49.02527777777778,0,29,50,16,2.8,,,BC,2.8,9.8,,,,0,3.6,11,1999-11-29 00:00:00,,M,M,1100030,8.2,,,,0,1999,,1100030.1999.11.29,ABBOTSFORD A,,,12.7,
-122.36,49.02527777777778,0,30,43,19,37.6,,,BC,37.6,9.7,,,E,0,4.8,11,1999-11-30 00:00:00,,M,M,1100030,8.3,,,,0,1999,,1100030.1999.11.30,ABBOTSFORD A,,E,11.7,
-122.36,49.02527777777778,0,1,0,0,31,,,BC,31,11.9,,,,0,4.4,12,1999-12-01 00:00:00,,M,M,1100030,6.1,,,,0,1999,,1100030.1999.12.1,ABBOTSFORD A,,,7.7,
-122.36,49.02527777777778,0,2,44,20,22.8,,,BC,22.8,11.6,,,E,0,3.7,12,1999-12-02 00:00:00,,M,M,1100030,6.4,,,,0,1999,,1100030.1999.12.2,ABBOTSFORD A,,E,9.1,
-122.36,49.02527777777778,0,3,0,0,0,,,BC,0,14.5,,,,0,-0.2,12,1999-12-03 00:00:00,,M,M,1100030,3.5,,,,0,1999,,1100030.1999.12.3,ABBOTSFORD A,,,7.1,
-122.36,49.02527777777778,0,4,0,0,0,,,BC,0,11.9,,,,0,3.4,12,1999-12-04 00:00:00,,M,M,1100030,6.1,,,,0,1999,,1100030.1999.12.4,ABBOTSFORD A,,,8.7,
-122.36,49.02527777777778,0,5,52,21,6.8,,,BC,6.8,10.9,,,,0,5.5,12,1999-12-05 00:00:00,,M,M,1100030,7.1,,,,0,1999,,1100030.1999.12.5,ABBOTSFORD A,,,8.7,
-122.36,49.02527777777778,0,6,50,18,6.2,,,BC,6.2,10.8,,,,0,5.4,12,1999-12-06 00:00:00,,M,M,1100030,7.2,,,,0,1999,,1100030.1999.12.6,ABBOTSFORD A,,,8.9,
-122.36,49.02527777777778,0,7,0,0,0,,,BC,0,14.2,,,,0,-0.3,12,1999-12-07 00:00:00,,M,M,1100030,3.8,,,,0,1999,,1100030.1999.12.7,ABBOTSFORD A,,,7.8,
-122.36,49.02527777777778,0,8,32,8,9,,,BC,9,14,,,,0,3.5,12,1999-12-08 00:00:00,,M,M,1100030,4,,,,0,1999,,1100030.1999.12.8,ABBOTSFORD A,,,4.5,
-122.36,49.02527777777778,0,9,32,19,5,,,BC,5,11.7,,,,0,4.1,12,1999-12-09 00:00:00,,M,M,1100030,6.3,,,,0,1999,,1100030.1999.12.9,ABBOTSFORD A,,,8.5,
-122.36,49.02527777777778,0,10,0,0,10,,,BC,10,12.3,,,,0,4.3,12,1999-12-10 00:00:00,,M,M,1100030,5.7,,,,0,1999,,1100030.1999.12.10,ABBOTSFORD A,,,7.1,
-122.36,49.02527777777778,0,11,0,0,10,,,BC,10,10.3,,,,0,4.2,12,1999-12-11 00:00:00,,M,M,1100030,7.7,,,,0,1999,,1100030.1999.12.11,ABBOTSFORD A,,,11.1,
-122.36,49.02527777777778,0,12,54,19,20.4,,,BC,20.4,11.3,,,,0,3.7,12,1999-12-12 00:00:00,,M,M,1100030,6.7,,,,0,1999,,1100030.1999.12.12,ABBOTSFORD A,,,9.7,
-122.36,49.02527777777778,0,13,50,20,2.4,,,BC,2.4,13.3,,,,0,2.5,12,1999-12-13 00:00:00,,M,M,1100030,4.7,,,,0,1999,,1100030.1999.12.13,ABBOTSFORD A,,,6.9,
-122.36,49.02527777777778,0,14,0,0,30.4,,,BC,30.6,15.4,,,,0,0.8,12,1999-12-14 00:00:00,,M,M,1100030,2.6,,,,0.2,1999,,1100030.1999.12.14,ABBOTSFORD A,,,4.4,
-122.36,49.02527777777778,0,15,44,18,53.4,,,BC,53.4,10.4,,,,0,2.8,12,1999-12-15 00:00:00,,M,M,1100030,7.6,,,,0,1999,,1100030.1999.12.15,ABBOTSFORD A,,,12.4,
-122.36,49.02527777777778,0,16,0,0,0,,,BC,0,8.4,,,,0,7.7,12,1999-12-16 00:00:00,,M,M,1100030,9.6,,,,0,1999,,1100030.1999.12.16,ABBOTSFORD A,,,11.5,
-122.36,49.02527777777778,0,17,0,0,22.6,,,BC,22.6,10.2,,,,0,5.6,12,1999-12-17 00:00:00,,M,M,1100030,7.8,,,,0,1999,,1100030.1999.12.17,ABBOTSFORD A,,,10,
-122.36,49.02527777777778,0,18,41,21,2.4,,,BC,2.4,12.6,,,E,0,1.9,12,1999-12-18 00:00:00,,M,M,1100030,5.4,,,,0,1999,,1100030.1999.12.18,ABBOTSFORD A,,E,8.8,
-122.36,49.02527777777778,0,19,0,0,8.6,,,BC,8.6,14.7,,,,0,1.3,12,1999-12-19 00:00:00,,M,M,1100030,3.3,,,,0,1999,,1100030.1999.12.19,ABBOTSFORD A,,,5.2,
-122.36,49.02527777777778,0,20,0,0,1.4,,,BC,1.4,13.1,,,,0,3.7,12,1999-12-20 00:00:00,,M,M,1100030,4.9,,,,0,1999,,1100030.1999.12.20,ABBOTSFORD A,,,6,
-122.36,49.02527777777778,0,21,0,0,0,,,BC,0,14.3,,,,0,-0.4,12,1999-12-21 00:00:00,,M,M,1100030,3.7,,,,0,1999,,1100030.1999.12.21,ABBOTSFORD A,,,7.8,
-122.36,49.02527777777778,0,22,0,0,0,,,BC,0,14.6,,,,0,-2.9,12,1999-12-22 00:00:00,,M,M,1100030,3.4,,,,0,1999,,1100030.1999.12.22,ABBOTSFORD A,,,9.6,
-122.36,49.02527777777778,0,23,0,0,0,,,BC,0,15.3,,,,0,-3.5,12,1999-12-23 00:00:00,,M,M,1100030,2.7,,,,0,1999,,1100030.1999.12.23,ABBOTSFORD A,,,8.8,
-122.36,49.02527777777778,0,24,0,0,0,,,BC,0,17.2,,,,0,-3.5,12,1999-12-24 00:00:00,,M,M,1100030,0.8,,,,0,1999,,1100030.1999.12.24,ABBOTSFORD A,,,5.1,
-122.36,49.02527777777778,0,25,0,0,0,,,BC,0,16.4,,,,0,-2.4,12,1999-12-25 00:00:00,,M,M,1100030,1.6,,,,0,1999,,1100030.1999.12.25,ABBOTSFORD A,,,5.5,
-122.36,49.02527777777778,0,26,0,0,0,,,BC,0,15.2,,,,0,-3.9,12,1999-12-26 00:00:00,,M,M,1100030,2.8,,,,0,1999,,1100030.1999.12.26,ABBOTSFORD A,,,9.4,
-122.36,49.02527777777778,0,27,0,0,0,,,BC,0,15,,,,0,-3.1,12,1999-12-27 00:00:00,,M,M,1100030,3,,,,0,1999,,1100030.1999.12.27,ABBOTSFORD A,,,9.1,
-122.36,49.02527777777778,0,28,0,0,0,,,BC,0,17.5,,,,0,-3.9,12,1999-12-28 00:00:00,,M,M,1100030,0.5,,,,0,1999,,1100030.1999.12.28,ABBOTSFORD A,,,4.9,
-122.36,49.02527777777778,0,29,0,0,0,,,BC,0,18.7,,,,0,-3.6,12,1999-12-29 00:00:00,,M,M,1100030,-0.7,,,,0,1999,,1100030.1999.12.29,ABBOTSFORD A,,,2.2,
-122.36,49.02527777777778,0,30,0,0,4.2,,,BC,4.2,15.4,,,,0,1.1,12,1999-12-30 00:00:00,,M,M,1100030,2.6,,,,0,1999,,1100030.1999.12.30,ABBOTSFORD A,,,4.1,
-122.36,49.02527777777778,0,31,0,0,17.8,,,BC,17.8,15.5,,,,0,1.1,12,1999-12-31 00:00:00,,M,M,1100030,2.5,,,,0,1999,T,1100030.1999.12.31,ABBOTSFORD A,,,3.9,
-122.36,49.02527777777778,0,1,37,21,16.8,,,BC,16.8,13.8,,,E,0,2.5,1,2000-01-01 00:00:00,,M,M,1100030,4.2,,,,0,2000,,1100030.2000.1.1,ABBOTSFORD A,,E,5.8,
-122.36,49.02527777777778,0,2,0,0,0.4,,,BC,0.4,16.4,,,,0,-2.1,1,2000-01-02 00:00:00,,M,M,1100030,1.6,,,,0,2000,,1100030.2000.1.2,ABBOTSFORD A,,,5.3,
-122.36,49.02527777777778,0,3,0,0,4.6,,,BC,10.2,17.9,,,,0,-1,1,2000-01-03 00:00:00,,M,M,1100030,0.1,,,,5.6,2000,,1100030.2000.1.3,ABBOTSFORD A,,,1.1,
-122.36,49.02527777777778,0,4,41,20,5.2,,,BC,5.2,12.5,,,E,0,1.1,1,2000-01-04 00:00:00,,M,M,1100030,5.5,,,,0,2000,,1100030.2000.1.4,ABBOTSFORD A,,E,9.8,
-122.36,49.02527777777778,0,5,0,0,0,,,BC,0,13.1,,,,0,2.2,1,2000-01-05 00:00:00,,M,M,1100030,4.9,,,,0,2000,,1100030.2000.1.5,ABBOTSFORD A,,,7.5,
-122.36,49.02527777777778,0,6,0,0,8.2,,,BC,8.2,14.9,,,,0,1.7,1,2000-01-06 00:00:00,,M,M,1100030,3.1,,,,0,2000,,1100030.2000.1.6,ABBOTSFORD A,,,4.5,
-122.36,49.02527777777778,0,7,0,0,3.6,,,BC,3.6,13.1,,,,0,1.9,1,2000-01-07 00:00:00,,M,M,1100030,4.9,,,,0,2000,,1100030.2000.1.7,ABBOTSFORD A,,,7.9,
-122.36,49.02527777777778,0,8,41,25,10.8,,,BC,10.8,12.6,,,,0,2.8,1,2000-01-08 00:00:00,,M,M,1100030,5.4,,,,0,2000,,1100030.2000.1.8,ABBOTSFORD A,,,7.9,
-122.36,49.02527777777778,0,9,70,19,8.4,,,BC,8.6,14.2,,,,0,0.9,1,2000-01-09 00:00:00,,M,M,1100030,3.8,,,,0.2,2000,,1100030.2000.1.9,ABBOTSFORD A,,,6.6,
-122.36,49.02527777777778,0,10,0,0,1,,,BC,2,15.4,,,,0,0.4,1,2000-01-10 00:00:00,,M,M,1100030,2.6,,,,0.8,2000,,1100030.2000.1.10,ABBOTSFORD A,,,4.8,
-122.36,49.02527777777778,0,11,0,0,0.8,,,BC,2.4,16.6,,,,0,0.1,1,2000-01-11 00:00:00,,M,M,1100030,1.4,T,,,1.6,2000,,1100030.2000.1.11,ABBOTSFORD A,,,2.6,
-122.36,49.02527777777778,0,12,41,18,0,,,BC,6.4,15.8,,,,3,0.4,1,2000-01-12 00:00:00,,M,M,1100030,2.2,,,,4.6,2000,,1100030.2000.1.12,ABBOTSFORD A,,,4,
-122.36,49.02527777777778,0,13,0,0,0.4,,,BC,2.4,16.9,,,,3,-0.7,1,2000-01-13 00:00:00,,M,M,1100030,1.1,,,,2,2000,,1100030.2000.1.13,ABBOTSFORD A,,,2.9,
-122.36,49.02527777777778,0,14,37,22,8.6,,,BC,8.6,14,,,,0,1.4,1,2000-01-14 00:00:00,,M,M,1100030,4,T,,,0,2000,,1100030.2000.1.14,ABBOTSFORD A,,,6.6,
-122.36,49.02527777777778,0,15,0,0,1.8,,,BC,1.8,13.2,,,,0,1.9,1,2000-01-15 00:00:00,,M,M,1100030,4.8,,,,0,2000,,1100030.2000.1.15,ABBOTSFORD A,,,7.6,
-122.36,49.02527777777778,0,16,83,19,1.2,,,BC,4.8,13.4,,,,0,0.3,1,2000-01-16 00:00:00,,M,M,1100030,4.6,,,,1.5,2000,,1100030.2000.1.16,ABBOTSFORD A,,,8.8,
-122.36,49.02527777777778,0,17,56,19,0.4,,,BC,0.4,12.8,,,,0,1.5,1,2000-01-17 00:00:00,,M,M,1100030,5.2,,,,0,2000,,1100030.2000.1.17,ABBOTSFORD A,,,8.9,
-122.36,49.02527777777778,0,18,0,0,0,,,BC,0,16.3,,,,0,-2.6,1,2000-01-18 00:00:00,,M,M,1100030,1.7,,,,0,2000,,1100030.2000.1.18,ABBOTSFORD A,,,5.9,
-122.36,49.02527777777778,0,19,33,12,0,,,BC,0,15.9,,,,0,-1.6,1,2000-01-19 00:00:00,,M,M,1100030,2.1,,,,0,2000,,1100030.2000.1.19,ABBOTSFORD A,,,5.8,
-122.36,49.02527777777778,0,20,0,0,2.8,,,BC,9.2,17.9,,,,4,-2.1,1,2000-01-20 00:00:00,,M,M,1100030,0.1,,,,6.4,2000,,1100030.2000.1.20,ABBOTSFORD A,,,2.2,
-122.36,49.02527777777778,0,21,0,0,9,,,BC,9,17.2,,,,3,0.2,1,2000-01-21 00:00:00,,M,M,1100030,0.8,,,,0,2000,,1100030.2000.1.21,ABBOTSFORD A,,,1.3,
-122.36,49.02527777777778,0,22,0,0,0.8,,,BC,0.8,16.8,,,,1,-1,1,2000-01-22 00:00:00,,M,M,1100030,1.2,,,,0,2000,,1100030.2000.1.22,ABBOTSFORD A,,,3.4,
-122.36,49.02527777777778,0,23,0,0,0,,,BC,0,15,,,,0,-1,1,2000-01-23 00:00:00,,M,M,1100030,3,T,,,0,2000,,1100030.2000.1.23,ABBOTSFORD A,,,6.9,
-122.36,49.02527777777778,0,24,0,0,0,,,BC,0,14.6,,,,0,-1.8,1,2000-01-24 00:00:00,,M,M,1100030,3.4,T,,,0,2000,,1100030.2000.1.24,ABBOTSFORD A,,,8.5,
-122.36,49.02527777777778,0,25,0,0,11.6,,,BC,11.6,13.9,,,,0,2.1,1,2000-01-25 00:00:00,,M,M,1100030,4.1,,,,0,2000,,1100030.2000.1.25,ABBOTSFORD A,,,6.1,
-122.36,49.02527777777778,0,26,0,0,1.6,,,BC,1.6,13.8,,,,0,1.9,1,2000-01-26 00:00:00,,M,M,1100030,4.2,,,,0,2000,,1100030.2000.1.26,ABBOTSFORD A,,,6.5,
-122.36,49.02527777777778,0,27,0,0,0.2,,,BC,0.2,14.4,,,,0,-0.3,1,2000-01-27 00:00:00,,M,M,1100030,3.6,,,,0,2000,,1100030.2000.1.27,ABBOTSFORD A,,,7.5,
-122.36,49.02527777777778,0,28,0,0,0,,,BC,0,14.6,,,,0,-1.3,1,2000-01-28 00:00:00,,M,M,1100030,3.4,,,,0,2000,,1100030.2000.1.28,ABBOTSFORD A,,,8,
-122.36,49.02527777777778,0,29,0,0,0,,,BC,0,14.2,,,,0,-2.7,1,2000-01-29 00:00:00,,M,M,1100030,3.8,,,,0,2000,,1100030.2000.1.29,ABBOTSFORD A,,,10.2,
-122.36,49.02527777777778,0,30,0,0,1.8,,,BC,1.8,14.5,,,,0,-2.9,1,2000-01-30 00:00:00,,M,M,1100030,3.5,,,,0,2000,,1100030.2000.1.30,ABBOTSFORD A,,,9.8,
-122.36,49.02527777777778,0,31,0,0,6.2,,,BC,6.2,11.6,,,,0,2.8,1,2000-01-31 00:00:00,,M,M,1100030,6.4,,,,0,2000,,1100030.2000.1.31,ABBOTSFORD A,,,10,
-122.36,49.02527777777778,0,1,52,19,20,,,BC,20,10.3,,,,0,4,2,2000-02-01 00:00:00,,M,M,1100030,7.7,,,,0,2000,,1100030.2000.2.1,ABBOTSFORD A,,,11.4,
-122.36,49.02527777777778,0,2,0,0,0,,,BC,0,12.2,,,,0,1.9,2,2000-02-02 00:00:00,T,M,M,1100030,5.8,,,T,0,2000,,1100030.2000.2.2,ABBOTSFORD A,,,9.6,
-122.36,49.02527777777778,0,3,52,9,0,,,BC,0,11.2,,,,0,1.4,2,2000-02-03 00:00:00,,M,M,1100030,6.8,,,,0,2000,,1100030.2000.2.3,ABBOTSFORD A,,,12.2,
-122.36,49.02527777777778,0,4,0,0,0,,,BC,0,10.3,,,,0,2.3,2,2000-02-04 00:00:00,,M,M,1100030,7.7,,,,0,2000,,1100030.2000.2.4,ABBOTSFORD A,,,13,
-122.36,49.02527777777778,0,5,0,0,0,,,BC,0,13.9,,,,0,-0.7,2,2000-02-05 00:00:00,,M,M,1100030,4.1,,,,0,2000,,1100030.2000.2.5,ABBOTSFORD A,,,8.9,
-122.36,49.02527777777778,0,6,0,0,3.6,,,BC,3.6,11.8,,,,0,3.6,2,2000-02-06 00:00:00,,M,M,1100030,6.2,,,,0,2000,,1100030.2000.2.6,ABBOTSFORD A,,,8.7,
-122.36,49.02527777777778,0,7,0,0,9.8,,,BC,9.8,10.1,,,,0,5.2,2,2000-02-07 00:00:00,,M,M,1100030,7.9,,,,0,2000,,1100030.2000.2.7,ABBOTSFORD A,,,10.5,
-122.36,49.02527777777778,0,8,80,17,17.2,,,BC,17.2,10.7,,,,0,6.1,2,2000-02-08 00:00:00,,M,M,1100030,7.3,,,,0,2000,,1100030.2000.2.8,ABBOTSFORD A,,,8.4,
-122.36,49.02527777777778,0,9,0,0,0.6,,,BC,0.6,12.4,,,,0,1.3,2,2000-02-09 00:00:00,,M,M,1100030,5.6,,,,0,2000,,1100030.2000.2.9,ABBOTSFORD A,,,9.8,
-122.36,49.02527777777778,0,10,0,0,0,,,BC,0,13.6,,,,0,-0.7,2,2000-02-10 00:00:00,,M,M,1100030,4.4,,,,0,2000,,1100030.2000.2.10,ABBOTSFORD A,,,9.5,
-122.36,49.02527777777778,0,11,0,0,0,,,BC,0,16.3,,,,0,-1.9,2,2000-02-11 00:00:00,,M,M,1100030,1.7,,,,0,2000,,1100030.2000.2.11,ABBOTSFORD A,,,5.3,
-122.36,49.02527777777778,0,12,0,0,0.4,,,BC,0.4,13.8,,,,0,-0.1,2,2000-02-12 00:00:00,,M,M,1100030,4.2,,,,0,2000,,1100030.2000.2.12,ABBOTSFORD A,,,8.4,
-122.36,49.02527777777778,0,13,0,0,0,,,BC,0,13.6,,,,0,-0.8,2,2000-02-13 00:00:00,,M,M,1100030,4.4,,,,0,2000,,1100030.2000.2.13,ABBOTSFORD A,,,9.5,
-122.36,49.02527777777778,0,14,43,14,0.4,,,BC,0.4,14.4,,,,0,1.6,2,2000-02-14 00:00:00,,M,M,1100030,3.6,,,,0,2000,,1100030.2000.2.14,ABBOTSFORD A,,,5.6,
-122.36,49.02527777777778,0,15,0,0,0.2,,,BC,0.2,13.8,,,,0,0.2,2,2000-02-15 00:00:00,,M,M,1100030,4.2,,,,0,2000,,1100030.2000.2.15,ABBOTSFORD A,,,8.1,
-122.36,49.02527777777778,0,16,0,0,0,,,BC,0,12.6,,,,0,0.9,2,2000-02-16 00:00:00,,M,M,1100030,5.4,,,,0,2000,,1100030.2000.2.16,ABBOTSFORD A,,,9.8,
-122.36,49.02527777777778,0,17,0,0,0,,,BC,0,14.6,,,,0,-2.5,2,2000-02-17 00:00:00,,M,M,1100030,3.4,,,,0,2000,,1100030.2000.2.17,ABBOTSFORD A,,,9.3,
