x,y,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW,STATION_NAME,TOTAL_SNOW_FLAG,LOCAL_MONTH,MAX_REL_HUMIDITY_FLAG,DIRECTION_MAX_GUST_FLAG,SNOW_ON_GROUND_FLAG,HEATING_DEGREE_DAYS,LOCAL_YEAR,MIN_TEMPERATURE_FLAG,LOCAL_DATE,TOTAL_PRECIPITATION,SPEED_MAX_GUST,MAX_TEMPERATURE,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,SPEED_MAX_GUST_FLAG,TOTAL_PRECIPITATION_FLAG,LOCAL_DAY,MEAN_TEMPERATURE_FLAG,ID,DIRECTION_MAX_GUST,MAX_REL_HUMIDITY,MAX_TEMPERATURE_FLAG,HEATING_DEGREE_DAYS_FLAG,MIN_TEMPERATURE,MEAN_TEMPERATURE,PROVINCE_CODE,TOTAL_RAIN,TOTAL_RAIN_FLAG,CLIMATE_IDENTIFIER,SNOW_ON_GROUND
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,4.5,2012,,2012-07-02 00:00:00,3.6,0,14.9,0,,,,,2,,1100031.2012.7.2,0,,,,12,13.5,BC,3.6,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,4.1,2012,,2012-07-03 00:00:00,16,44,17.2,0,,,,,3,,1100031.2012.7.3,13,,,,10.6,13.9,BC,16,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,3.7,2012,,2012-07-04 00:00:00,0,0,20,0,,,,,4,,1100031.2012.7.4,0,,,,8.6,14.3,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,2.2,2012,,2012-07-05 00:00:00,0,0,22.9,0,,,,,5,,1100031.2012.7.5,0,,,,8.6,15.8,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,0.1,2012,,2012-07-06 00:00:00,0,0,25.4,0,,,,,6,,1100031.2012.7.6,0,,,,10.4,17.9,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,0,2012,,2012-07-07 00:00:00,0,0,26.2,0.8,,,,,7,,1100031.2012.7.7,0,,,,11.3,18.8,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,0,2012,,2012-07-08 00:00:00,0,0,27.7,2.3,,,,,8,,1100031.2012.7.8,0,,,,12.9,20.3,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,0,2012,,2012-07-09 00:00:00,2.4,44,23.3,0.8,,,,,9,,1100031.2012.7.9,13,,,,14.2,18.8,BC,2.4,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,1.3,2012,,2012-07-10 00:00:00,0,0,22.8,0,,,,,10,,1100031.2012.7.10,0,,,,10.6,16.7,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,0,2012,,2012-07-11 00:00:00,0,0,25.9,0.9,,,,,11,,1100031.2012.7.11,0,,,,11.9,18.9,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,0,2012,,2012-07-12 00:00:00,0,0,25.9,1,,,,,12,,1100031.2012.7.12,0,,,,12.1,19,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,0,2012,,2012-07-13 00:00:00,0,32,22.9,0.3,,,,T,13,,1100031.2012.7.13,13,,,,13.6,18.3,BC,0,T,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,0,2012,,2012-07-14 00:00:00,0,33,25.7,1.8,,,,,14,,1100031.2012.7.14,13,,,,13.8,19.8,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,1.1,2012,,2012-07-15 00:00:00,1.5,32,19,0,,,,,15,,1100031.2012.7.15,13,,,,14.8,16.9,BC,1.5,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,0,2012,,2012-07-16 00:00:00,0,0,25.8,2.2,,,,,16,,1100031.2012.7.16,0,,,,14.5,20.2,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,0,2012,,2012-07-17 00:00:00,0,0,27,2.8,,,,,17,,1100031.2012.7.17,0,,,,14.6,20.8,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,0.7,2012,,2012-07-18 00:00:00,0,0,19.9,0,,,,T,18,,1100031.2012.7.18,0,,,,14.7,17.3,BC,0,T,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,0,2012,,2012-07-19 00:00:00,0,0,26.3,2.7,,,,,19,,1100031.2012.7.19,0,,,,15.1,20.7,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,0.8,2012,,2012-07-20 00:00:00,14,37,18.9,0,,,,,20,,1100031.2012.7.20,13,,,,15.4,17.2,BC,14,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,0,2012,,2012-07-21 00:00:00,0.4,0,22.8,1.2,,,,,21,,1100031.2012.7.21,0,,,,15.5,19.2,BC,0.4,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,2.9,2012,,2012-07-22 00:00:00,2.2,37,18,0,,,,,22,,1100031.2012.7.22,13,,,,12.2,15.1,BC,2.2,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,4.5,2012,,2012-07-23 00:00:00,12.2,46,15.7,0,,,,,23,,1100031.2012.7.23,13,,,,11.2,13.5,BC,12.2,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,0.5,2012,,2012-07-24 00:00:00,0,0,21.9,0,,,,,24,,1100031.2012.7.24,0,,,,13.1,17.5,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,0,2012,,2012-07-25 00:00:00,0,33,25.5,0.6,,,,,25,,1100031.2012.7.25,13,,,,11.7,18.6,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,0,2012,,2012-07-26 00:00:00,0,0,25.7,1.7,,,,,26,,1100031.2012.7.26,0,,,,13.6,19.7,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,1.2,2012,,2012-07-27 00:00:00,0,33,20.8,0,,,,,27,,1100031.2012.7.27,13,,,,12.7,16.8,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,0,2012,,2012-07-28 00:00:00,0,0,22.3,0,,,,,28,,1100031.2012.7.28,0,,,,13.6,18,BC,0,,1100031,
-122.36,49.02527777777778,,,ABBOTSFORD A,M,7,,,,0.9,2012,,2012-07-29 00:00:00,,0,23,0,,,,M,29,,1100031.2012.7.29,0,,,,11.2,17.1,BC,,M,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,1.5,2012,,2012-07-30 00:00:00,0,33,21.5,0,,,,,30,,1100031.2012.7.30,13,,,,11.4,16.5,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,7,,,,0,2012,,2012-07-31 00:00:00,0,0,27.7,0.2,,,,,31,,1100031.2012.7.31,0,,,,8.6,18.2,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,1.2,2012,,2012-08-01 00:00:00,0,32,22.6,0,,,,,1,,1100031.2012.8.1,13,,,,10.9,16.8,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,0,2012,,2012-08-02 00:00:00,0,0,22.7,0,,,,,2,,1100031.2012.8.2,0,,,,13.2,18,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,0,2012,,2012-08-03 00:00:00,0,0,28.4,1.9,,,,,3,,1100031.2012.8.3,0,,,,11.4,19.9,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,0,2012,,2012-08-04 00:00:00,0,0,31.8,5.1,,,,,4,,1100031.2012.8.4,0,,,,14.4,23.1,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,0,2012,,2012-08-05 00:00:00,0,0,32.1,6.4,,,,,5,,1100031.2012.8.5,0,,,,16.7,24.4,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,0,2012,,2012-08-06 00:00:00,0.6,0,25.3,2.9,,,,,6,,1100031.2012.8.6,0,,,,16.4,20.9,BC,0.6,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,0,2012,,2012-08-07 00:00:00,1.4,39,23.2,0.9,,,,,7,,1100031.2012.8.7,22,,,,14.6,18.9,BC,1.4,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,0.1,2012,,2012-08-08 00:00:00,0,0,21.3,0,,,,,8,,1100031.2012.8.8,0,,,,14.5,17.9,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,0.4,2012,,2012-08-09 00:00:00,0,32,24.1,0,,,,,9,,1100031.2012.8.9,22,,,,11.1,17.6,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,0.1,2012,,2012-08-10 00:00:00,0,32,24.9,0,,,,,10,,1100031.2012.8.10,23,,,,10.8,17.9,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,0,2012,,2012-08-11 00:00:00,0,32,27.4,1.2,,,,,11,,1100031.2012.8.11,23,,,,10.9,19.2,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,0,2012,,2012-08-12 00:00:00,0,0,30.1,3.8,,,,,12,,1100031.2012.8.12,0,,,,13.5,21.8,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,0,2012,,2012-08-13 00:00:00,0,0,25.6,1.4,,,,,13,,1100031.2012.8.13,0,,,,13.2,19.4,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,0,2012,,2012-08-14 00:00:00,0,0,25.9,1.3,,,,,14,,1100031.2012.8.14,0,,,,12.7,19.3,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,0,2012,,2012-08-15 00:00:00,0,59,33.2,6.9,,,,,15,,1100031.2012.8.15,5,,,,16.5,24.9,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,0,2012,,2012-08-16 00:00:00,0,0,33,5.7,,,,,16,,1100031.2012.8.16,0,,,,14.3,23.7,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,0,2012,,2012-08-17 00:00:00,0,0,33.3,6.2,,,,,17,,1100031.2012.8.17,0,,,,15.1,24.2,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,0,2012,,2012-08-18 00:00:00,0,39,23.5,0.6,,,,,18,,1100031.2012.8.18,21,,,,13.6,18.6,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,0.9,2012,,2012-08-19 00:00:00,0,0,20,0,,,,,19,,1100031.2012.8.19,0,,,,14.2,17.1,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,0,2012,,2012-08-20 00:00:00,0,0,24.5,1.9,,,,,20,,1100031.2012.8.20,0,,,,15.3,19.9,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,1.6,2012,,2012-08-21 00:00:00,0,32,20.9,0,,,,,21,,1100031.2012.8.21,19,,,,11.9,16.4,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,0.8,2012,,2012-08-22 00:00:00,0,37,21.5,0,,,,,22,,1100031.2012.8.22,21,,,,12.8,17.2,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,1.9,2012,,2012-08-23 00:00:00,1.8,35,20,0,,,,,23,,1100031.2012.8.23,22,,,,12.1,16.1,BC,1.8,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,3.1,2012,,2012-08-24 00:00:00,0,0,20,0,,,,,24,,1100031.2012.8.24,0,,,,9.7,14.9,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,0,2012,,2012-08-25 00:00:00,0,0,27.4,0.7,,,,,25,,1100031.2012.8.25,0,,,,10,18.7,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,1.9,2012,,2012-08-26 00:00:00,0,0,22.4,0,,,,T,26,,1100031.2012.8.26,0,,,,9.8,16.1,BC,0,T,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,0,2012,,2012-08-27 00:00:00,0,32,22.8,0,,,,T,27,,1100031.2012.8.27,22,,,,13.2,18,BC,0,T,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,2.4,2012,,2012-08-28 00:00:00,0,0,19.8,0,,,,T,28,,1100031.2012.8.28,0,,,,11.3,15.6,BC,0,T,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,0.9,2012,,2012-08-29 00:00:00,,0,21.1,0,,,,M,29,,1100031.2012.8.29,0,,,,13,17.1,BC,,M,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,1.3,2012,,2012-08-30 00:00:00,0,0,22.2,0,,,,T,30,,1100031.2012.8.30,0,,,,11.1,16.7,BC,0,T,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,8,,,,2.6,2012,,2012-08-31 00:00:00,0,33,22,0,,,,,31,,1100031.2012.8.31,23,,,,8.7,15.4,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,3.5,2012,,2012-09-01 00:00:00,0,35,21.6,0,,,,,1,,1100031.2012.9.1,24,,,,7.4,14.5,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,2.9,2012,,2012-09-02 00:00:00,0,0,21.2,0,,,,T,2,,1100031.2012.9.2,0,,,,8.9,15.1,BC,0,T,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,3.2,2012,,2012-09-03 00:00:00,0,0,22,0,,,,,3,,1100031.2012.9.3,0,,,,7.5,14.8,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,1.4,2012,,2012-09-04 00:00:00,0,0,23.8,0,,,,,4,,1100031.2012.9.4,0,,,,9.4,16.6,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,1,2012,,2012-09-05 00:00:00,0,0,23.9,0,,,,,5,,1100031.2012.9.5,0,,,,10,17,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,0,2012,,2012-09-06 00:00:00,0,35,29.4,3.3,,,,,6,,1100031.2012.9.6,4,,,,13.1,21.3,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,0,2012,,2012-09-07 00:00:00,0,0,30.5,2.6,,,,,7,,1100031.2012.9.7,0,,,,10.6,20.6,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,0,2012,,2012-09-08 00:00:00,0,33,30.7,3.2,,,,,8,,1100031.2012.9.8,22,,,,11.6,21.2,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,1.4,2012,,2012-09-09 00:00:00,4,39,19.1,0,,,,,9,,1100031.2012.9.9,20,,,,14.1,16.6,BC,4,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,4.9,2012,,2012-09-10 00:00:00,2.6,39,17.9,0,,,,,10,,1100031.2012.9.10,19,,,,8.2,13.1,BC,2.6,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,5.2,2012,,2012-09-11 00:00:00,0,0,18.2,0,,,,,11,,1100031.2012.9.11,0,,,,7.3,12.8,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,3.5,2012,,2012-09-12 00:00:00,0,0,23.1,0,,,,,12,,1100031.2012.9.12,0,,,,5.9,14.5,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,1,2012,,2012-09-13 00:00:00,0,0,26.9,0,,,,,13,,1100031.2012.9.13,0,,,,7.1,17,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,1.4,2012,,2012-09-14 00:00:00,0,0,25.3,0,,,,,14,,1100031.2012.9.14,0,,,,7.8,16.6,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,1.6,2012,,2012-09-15 00:00:00,0,0,24,0,,,,,15,,1100031.2012.9.15,0,,,,8.7,16.4,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,0.8,2012,,2012-09-16 00:00:00,0,0,26.5,0,,,,,16,,1100031.2012.9.16,0,,,,7.9,17.2,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,0.2,2012,,2012-09-17 00:00:00,0,0,27.8,0,,,,,17,,1100031.2012.9.17,0,,,,7.8,17.8,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,0,2012,,2012-09-18 00:00:00,0,0,26.7,0,,,,,18,,1100031.2012.9.18,0,,,,9.3,18,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,1.2,2012,,2012-09-19 00:00:00,0,0,25.5,0,,,,,19,,1100031.2012.9.19,0,,,,8.1,16.8,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,1.1,2012,,2012-09-20 00:00:00,0,0,26.7,0,,,,,20,,1100031.2012.9.20,0,,,,7,16.9,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,4.9,2012,,2012-09-21 00:00:00,0,0,15.7,0,,,,T,21,,1100031.2012.9.21,0,,,,10.5,13.1,BC,0,T,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,3.4,2012,,2012-09-22 00:00:00,0,0,16.6,0,,,,,22,,1100031.2012.9.22,0,,,,12.6,14.6,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,2.3,2012,,2012-09-23 00:00:00,0,0,20.5,0,,,,,23,,1100031.2012.9.23,0,,,,10.8,15.7,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,4.6,2012,,2012-09-24 00:00:00,0,0,20.3,0,,,,,24,,1100031.2012.9.24,0,,,,6.5,13.4,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,3,2012,,2012-09-25 00:00:00,0,0,20,0,,,,,25,,1100031.2012.9.25,0,,,,9.9,15,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,5.5,2012,,2012-09-26 00:00:00,0,0,20,0,,,,,26,,1100031.2012.9.26,0,,,,5,12.5,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,2.5,2012,,2012-09-27 00:00:00,0,0,23.5,0,,,,,27,,1100031.2012.9.27,0,,,,7.5,15.5,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,1.1,2012,,2012-09-28 00:00:00,0,0,21.7,0,,,,T,28,,1100031.2012.9.28,0,,,,12,16.9,BC,0,T,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,4.4,2012,,2012-09-29 00:00:00,0,0,18.6,0,,,,,29,,1100031.2012.9.29,0,,,,8.6,13.6,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,9,,,,6.2,2012,,2012-09-30 00:00:00,0,0,19.6,0,,,,,30,,1100031.2012.9.30,0,,,,4,11.8,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,10,,,,4.5,2012,,2012-10-01 00:00:00,0,39,20.9,0,,,,,1,,1100031.2012.10.1,21,,,,6,13.5,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,10,,,,5.6,2012,,2012-10-02 00:00:00,0,37,15.8,0,,,,,2,,1100031.2012.10.2,5,,,,8.9,12.4,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,10,,,,4.7,2012,,2012-10-03 00:00:00,0,56,19.5,0,,,,,3,,1100031.2012.10.3,4,,,,7,13.3,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,10,,,,5.5,2012,,2012-10-04 00:00:00,0,41,21.2,0,,,,,4,,1100031.2012.10.4,4,,,,3.8,12.5,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,10,,,,3.7,2012,,2012-10-05 00:00:00,0,43,22.1,0,,,,,5,,1100031.2012.10.5,2,,,,6.4,14.3,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,10,,,,3.5,2012,,2012-10-06 00:00:00,0,0,23.5,0,,,,,6,,1100031.2012.10.6,0,,,,5.4,14.5,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,10,,,,3.6,2012,,2012-10-07 00:00:00,0,0,23.6,0,,,,,7,,1100031.2012.10.7,0,,,,5.2,14.4,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,10,,,,4.4,2012,,2012-10-08 00:00:00,0,0,21.7,0,,,,,8,,1100031.2012.10.8,0,,,,5.4,13.6,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,10,,,,7.4,2012,,2012-10-09 00:00:00,0,0,15,0,,,,,9,,1100031.2012.10.9,0,,,,6.1,10.6,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,10,,,,6.6,2012,,2012-10-11 00:00:00,0.2,0,14.9,0,,,,,11,,1100031.2012.10.11,0,,,,7.8,11.4,BC,0.2,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,10,,,,7.6,2012,,2012-10-12 00:00:00,14.6,0,12,0,,,,,12,,1100031.2012.10.12,0,,,,8.7,10.4,BC,14.6,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,10,,,,3.9,2012,,2012-10-13 00:00:00,25.5,43,16.7,0,,,,,13,,1100031.2012.10.13,18,,,,11.4,14.1,BC,25.5,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,10,,,,2.3,2012,,2012-10-14 00:00:00,28.4,70,17.8,0,,,,,14,,1100031.2012.10.14,19,,,,13.5,15.7,BC,28.4,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,10,,,,5.7,2012,,2012-10-15 00:00:00,17,0,14.9,0,,,,,15,,1100031.2012.10.15,0,,,,9.6,12.3,BC,17,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,10,,,,6.3,2012,,2012-10-16 00:00:00,0.2,44,15.1,0,,,,,16,,1100031.2012.10.16,22,,,,8.2,11.7,BC,0.2,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,10,,,,8,2012,,2012-10-17 00:00:00,0,0,13.1,0,,,,,17,,1100031.2012.10.17,0,,,,6.9,10,BC,0,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,10,,,,7.6,2012,,2012-10-18 00:00:00,35,43,11.6,0,,,,,18,,1100031.2012.10.18,28,,,,9.2,10.4,BC,35,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,10,,,,7.1,2012,,2012-10-19 00:00:00,7.8,57,14.7,0,,,,,19,,1100031.2012.10.19,18,,,,7,10.9,BC,7.8,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,10,,,,11.1,2012,,2012-10-20 00:00:00,10.4,39,10.3,0,,,,,20,,1100031.2012.10.20,20,,,,3.4,6.9,BC,10.4,,1100031,
-122.36,49.02527777777778,,0,ABBOTSFORD A,,10,,,,11.9,2012,,2012-10-21 00:00:00,13.3,0,9.2,0,,,,,21,,1100031.2012.10.21,0,,,,3,6.1,BC,13.3,,1100031,
