x,y,COOLING_DEGREE_DAYS,LOCAL_DAY,SPEED_MAX_GUST,DIRECTION_MAX_GUST,TOTAL_RAIN,MEAN_TEMPERATURE_FLAG,MAX_REL_HUMIDITY,PROVINCE_CODE,TOTAL_PRECIPITATION,HEATING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,DIRECTION_MAX_GUST_FLAG,SNOW_ON_GROUND,MIN_TEMPERATURE,LOCAL_MONTH,LOCAL_DATE,TOTAL_PRECIPITATION_FLAG,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY_FLAG,CLIMATE_IDENTIFIER,MEAN_TEMPERATURE,SNOW_ON_GROUND_FLAG,MAX_TEMPERATURE_FLAG,TOTAL_RAIN_FLAG,TOTAL_SNOW,LOCAL_YEAR,TOTAL_SNOW_FLAG,ID,STATION_NAME,MIN_TEMPERATURE_FLAG,SPEED_MAX_GUST_FLAG,MAX_TEMPERATURE,HEATING_DEGREE_DAYS_FLAG
-122.36,49.02527777777778,0,16,,,0,,,BC,0,6.9,,,,,2.8,10,1944-10-16 00:00:00,,,,1100030,11.1,,,,0,1944,,1100030.1944.10.16,ABBOTSFORD A,,,19.4,
-122.36,49.02527777777778,0,17,,,0,,,BC,0,6,,,,,3.3,10,1944-10-17 00:00:00,,,,1100030,12,,,,0,1944,,1100030.1944.10.17,ABBOTSFORD A,,,20.6,
-122.36,49.02527777777778,0,18,,,0,,,BC,0,6,,,,,2.8,10,1944-10-18 00:00:00,,,,1100030,12,,,,0,1944,,1100030.1944.10.18,ABBOTSFORD A,,,21.1,
-122.36,49.02527777777778,0,19,,,0,,,BC,0,6,,,,,3.9,10,1944-10-19 00:00:00,,,,1100030,12,,,,0,1944,,1100030.1944.10.19,ABBOTSFORD A,,,20,
-122.36,49.02527777777778,0,20,,,0,,,BC,0,5.5,,,,,3.9,10,1944-10-20 00:00:00,,,,1100030,12.5,,,,0,1944,,1100030.1944.10.20,ABBOTSFORD A,,,21.1,
-122.36,49.02527777777778,0,21,,,17.3,,,BC,17.3,8,,,,,3.9,10,1944-10-21 00:00:00,,,,1100030,10,,,,0,1944,,1100030.1944.10.21,ABBOTSFORD A,,,16.1,
-122.36,49.02527777777778,0,22,,,28.4,,,BC,28.4,6.9,,,,,8.3,10,1944-10-22 00:00:00,,,,1100030,11.1,,,,0,1944,,1100030.1944.10.22,ABBOTSFORD A,,,13.9,
-122.36,49.02527777777778,0,23,,,50.3,,,BC,50.3,3.8,,,,,10.6,10,1944-10-23 00:00:00,,,,1100030,14.2,,,,0,1944,,1100030.1944.10.23,ABBOTSFORD A,,,17.8,
-122.36,49.02527777777778,0,24,,,0,,,BC,0,4.4,,,,,10,10,1944-10-24 00:00:00,,,,1100030,13.6,,,,0,1944,,1100030.1944.10.24,ABBOTSFORD A,,,17.2,
-122.36,49.02527777777778,0,25,,,0,,,BC,0,3.8,,,,,8.3,10,1944-10-25 00:00:00,,,,1100030,14.2,,,,0,1944,,1100030.1944.10.25,ABBOTSFORD A,,,20,
-122.36,49.02527777777778,0,26,,,0,,,BC,0,3.8,,,,,7.8,10,1944-10-26 00:00:00,,,,1100030,14.2,,,,0,1944,,1100030.1944.10.26,ABBOTSFORD A,,,20.6,
-122.36,49.02527777777778,0,27,,,0,,,BC,0,3.8,,,,,8.3,10,1944-10-27 00:00:00,,,,1100030,14.2,,,,0,1944,,1100030.1944.10.27,ABBOTSFORD A,,,20,
-122.36,49.02527777777778,0,28,,,0,,,BC,0,5.7,,,,,5.6,10,1944-10-28 00:00:00,,,,1100030,12.3,,,,0,1944,,1100030.1944.10.28,ABBOTSFORD A,,,18.9,
-122.36,49.02527777777778,0,29,,,6.4,,,BC,6.4,4.7,,,,,8.3,10,1944-10-29 00:00:00,,,,1100030,13.3,,,,0,1944,,1100030.1944.10.29,ABBOTSFORD A,,,18.3,
-122.36,49.02527777777778,0,30,,,19.8,,,BC,19.8,4.6,,,,,11.7,10,1944-10-30 00:00:00,,,,1100030,13.4,,,,0,1944,,1100030.1944.10.30,ABBOTSFORD A,,,15,
-122.36,49.02527777777778,0,31,,,22.1,,,BC,22.1,7.7,,,,,8.9,10,1944-10-31 00:00:00,,,,1100030,10.3,,,,0,1944,,1100030.1944.10.31,ABBOTSFORD A,,,11.7,
-122.36,49.02527777777778,0,1,,,0,,,BC,0,14.9,,,,,0,12,1944-12-01 00:00:00,,,,1100030,3.1,,,,0,1944,,1100030.1944.12.1,ABBOTSFORD A,,,6.1,
-122.36,49.02527777777778,0,2,,,1,,,BC,1,13.8,,,,,2.2,12,1944-12-02 00:00:00,,,,1100030,4.2,,,,0,1944,,1100030.1944.12.2,ABBOTSFORD A,,,6.1,
-122.36,49.02527777777778,0,3,,,16.3,,,BC,16.3,13,,,,,3.9,12,1944-12-03 00:00:00,,,,1100030,5,,,,0,1944,,1100030.1944.12.3,ABBOTSFORD A,,,6.1,
-122.36,49.02527777777778,0,4,,,28.7,,,BC,28.7,9.7,,,,,4.4,12,1944-12-04 00:00:00,,,,1100030,8.3,,,,0,1944,,1100030.1944.12.4,ABBOTSFORD A,,,12.2,
-122.36,49.02527777777778,0,5,,,13.2,,,BC,13.2,7.7,,,,,5.6,12,1944-12-05 00:00:00,,,,1100030,10.3,,,,0,1944,,1100030.1944.12.5,ABBOTSFORD A,,,15,
-122.36,49.02527777777778,0,6,,,0,,,BC,0,11.9,,,,,4.4,12,1944-12-06 00:00:00,,,,1100030,6.1,,,,0,1944,,1100030.1944.12.6,ABBOTSFORD A,,,7.8,
-122.36,49.02527777777778,0,7,,,0.8,,,BC,0.8,13,,,,,2.2,12,1944-12-07 00:00:00,,,,1100030,5,,,,0,1944,,1100030.1944.12.7,ABBOTSFORD A,,,7.8,
-122.36,49.02527777777778,0,8,,,0,,,BC,0,14.1,,,,,-0.6,12,1944-12-08 00:00:00,,,,1100030,3.9,,,,0,1944,,1100030.1944.12.8,ABBOTSFORD A,,,8.3,
-122.36,49.02527777777778,0,9,,,0,,,BC,0,14.4,,,,,-1.1,12,1944-12-09 00:00:00,,,,1100030,3.6,,,,0,1944,,1100030.1944.12.9,ABBOTSFORD A,,,8.3,
-122.36,49.02527777777778,0,10,,,0,,,BC,0,14.9,,,,,-2.2,12,1944-12-10 00:00:00,,,,1100030,3.1,,,,0,1944,,1100030.1944.12.10,ABBOTSFORD A,,,8.3,
-122.36,49.02527777777778,0,11,,,0,,,BC,0,14.4,,,,,-2.2,12,1944-12-11 00:00:00,,,,1100030,3.6,,,,0,1944,,1100030.1944.12.11,ABBOTSFORD A,,,9.4,
-122.36,49.02527777777778,0,12,,,0,,,BC,0,13.2,,,,,-1.1,12,1944-12-12 00:00:00,,,,1100030,4.8,,,,0,1944,,1100030.1944.12.12,ABBOTSFORD A,,,10.6,
-122.36,49.02527777777778,0,13,,,0,,,BC,0,14.9,,,,,-2.8,12,1944-12-13 00:00:00,,,,1100030,3.1,,,,0,1944,,1100030.1944.12.13,ABBOTSFORD A,,,8.9,
-122.36,49.02527777777778,0,14,,,0,,,BC,0,15.5,,,,,-3.9,12,1944-12-14 00:00:00,,,,1100030,2.5,,,,0,1944,,1100030.1944.12.14,ABBOTSFORD A,,,8.9,
-122.36,49.02527777777778,0,15,,,0,,,BC,0,15.5,,,,,-4.4,12,1944-12-15 00:00:00,,,,1100030,2.5,,,,0,1944,,1100030.1944.12.15,ABBOTSFORD A,,,9.4,
-122.36,49.02527777777778,0,16,,,0,,,BC,0,16.8,,,,,-4.4,12,1944-12-16 00:00:00,,,,1100030,1.2,,,,0,1944,,1100030.1944.12.16,ABBOTSFORD A,,,6.7,
-122.36,49.02527777777778,0,17,,,0,,,BC,0,18.9,,,,,-6.1,12,1944-12-17 00:00:00,,,,1100030,-0.9,,,,0,1944,,1100030.1944.12.17,ABBOTSFORD A,,,4.4,
-122.36,49.02527777777778,0,18,,,0,,,BC,0,20.5,,,,,-7.2,12,1944-12-18 00:00:00,,,,1100030,-2.5,,,,0,1944,,1100030.1944.12.18,ABBOTSFORD A,,,2.2,
-122.36,49.02527777777778,0,19,,,0.5,,,BC,0.5,16.3,,,,,-2.2,12,1944-12-19 00:00:00,,,,1100030,1.7,,,,0,1944,,1100030.1944.12.19,ABBOTSFORD A,,,5.6,
-122.36,49.02527777777778,0,20,,,0,,,BC,0,14.7,,,,,-1.7,12,1944-12-20 00:00:00,,,,1100030,3.3,,,,0,1944,,1100030.1944.12.20,ABBOTSFORD A,,,8.3,
-122.36,49.02527777777778,0,21,,,0,,,BC,0,14.4,,,,,-0.6,12,1944-12-21 00:00:00,,,,1100030,3.6,,,,0,1944,,1100030.1944.12.21,ABBOTSFORD A,,,7.8,
-122.36,49.02527777777778,0,22,,,0,,,BC,0,16,,,,,0,12,1944-12-22 00:00:00,,,,1100030,2,,,,0,1944,,1100030.1944.12.22,ABBOTSFORD A,,,3.9,
-122.36,49.02527777777778,0,23,,,0,,,BC,0,21.9,,,,,-9.4,12,1944-12-23 00:00:00,,,,1100030,-3.9,,,,0,1944,,1100030.1944.12.23,ABBOTSFORD A,,,1.7,
-122.36,49.02527777777778,0,24,,,0,,,BC,0,23.3,,,,,-10.6,12,1944-12-24 00:00:00,,,,1100030,-5.3,,,,0,1944,,1100030.1944.12.24,ABBOTSFORD A,,,0,
-122.36,49.02527777777778,0,25,,,0,,,BC,0,24.1,,,,,-11.1,12,1944-12-25 00:00:00,,,,1100030,-6.1,,,,0,1944,,1100030.1944.12.25,ABBOTSFORD A,,,-1.1,
-122.36,49.02527777777778,0,26,,,0,,,BC,0,18.3,,,,,-4.4,12,1944-12-26 00:00:00,,,,1100030,-0.3,,,,0,1944,,1100030.1944.12.26,ABBOTSFORD A,,,3.9,
-122.36,49.02527777777778,0,27,,,4.6,,,BC,4.6,13.8,,,,,0.6,12,1944-12-27 00:00:00,,,,1100030,4.2,,,,0,1944,,1100030.1944.12.27,ABBOTSFORD A,,,7.8,
-122.36,49.02527777777778,0,28,,,0,,,BC,0,12.4,,,,,2.2,12,1944-12-28 00:00:00,T,,,1100030,5.6,,,T,0,1944,,1100030.1944.12.28,ABBOTSFORD A,,,8.9,
-122.36,49.02527777777778,0,29,,,10.2,,,BC,10.2,14.9,,,,,0.6,12,1944-12-29 00:00:00,,,,1100030,3.1,,,,0,1944,,1100030.1944.12.29,ABBOTSFORD A,,,5.6,
-122.36,49.02527777777778,0,30,,,7.4,,,BC,7.4,15.5,,,,,-0.6,12,1944-12-30 00:00:00,,,,1100030,2.5,,,,0,1944,,1100030.1944.12.30,ABBOTSFORD A,,,5.6,
-122.36,49.02527777777778,0,31,,,8.9,,,BC,8.9,15.2,,,,,1.7,12,1944-12-31 00:00:00,,,,1100030,2.8,,,,0,1944,,1100030.1944.12.31,ABBOTSFORD A,,,3.9,
-122.36,49.02527777777778,0,1,,,3,,,BC,3,16.6,,,,,0,1,1945-01-01 00:00:00,,,,1100030,1.4,,,,0,1945,,1100030.1945.1.1,ABBOTSFORD A,,,2.8,
-122.36,49.02527777777778,0,2,,,2.8,,,BC,2.8,15.5,,,,,0.6,1,1945-01-02 00:00:00,,,,1100030,2.5,,,,0,1945,,1100030.1945.1.2,ABBOTSFORD A,,,4.4,
-122.36,49.02527777777778,0,3,,,1,,,BC,1,13.2,,,,,1.7,1,1945-01-03 00:00:00,,,,1100030,4.8,,,,0,1945,,1100030.1945.1.3,ABBOTSFORD A,,,7.8,
-122.36,49.02527777777778,0,4,,,34.3,,,BC,34.3,12.7,,,,,2.2,1,1945-01-04 00:00:00,,,,1100030,5.3,,,,0,1945,,1100030.1945.1.4,ABBOTSFORD A,,,8.3,
-122.36,49.02527777777778,0,5,,,14.2,,,BC,14.2,12.4,,,,,2.8,1,1945-01-05 00:00:00,,,,1100030,5.6,,,,0,1945,,1100030.1945.1.5,ABBOTSFORD A,,,8.3,
-122.36,49.02527777777778,0,6,,,56.6,,,BC,56.6,12.4,,,,,4.4,1,1945-01-06 00:00:00,,,,1100030,5.6,,,,0,1945,,1100030.1945.1.6,ABBOTSFORD A,,,6.7,
-122.36,49.02527777777778,0,7,,,5.3,,,BC,5.3,9.1,,,,,5.6,1,1945-01-07 00:00:00,,,,1100030,8.9,,,,0,1945,,1100030.1945.1.7,ABBOTSFORD A,,,12.2,
-122.36,49.02527777777778,0,8,,,6.9,,,BC,6.9,10.8,,,,,6.1,1,1945-01-08 00:00:00,,,,1100030,7.2,,,,0,1945,,1100030.1945.1.8,ABBOTSFORD A,,,8.3,
-122.36,49.02527777777778,0,9,,,5.6,,,BC,5.6,10.8,,,,,3.3,1,1945-01-09 00:00:00,,,,1100030,7.2,,,,0,1945,,1100030.1945.1.9,ABBOTSFORD A,,,11.1,
-122.36,49.02527777777778,0,10,,,6.6,,,BC,6.6,9.6,,,,,5,1,1945-01-10 00:00:00,,,,1100030,8.4,,,,0,1945,,1100030.1945.1.10,ABBOTSFORD A,,,11.7,
-122.36,49.02527777777778,0,11,,,29.5,,,BC,29.5,9.1,,,,,7.8,1,1945-01-11 00:00:00,,,,1100030,8.9,,,,0,1945,,1100030.1945.1.11,ABBOTSFORD A,,,10,
-122.36,49.02527777777778,0,12,,,19.8,,,BC,19.8,9.6,,,,,6.1,1,1945-01-12 00:00:00,,,,1100030,8.4,,,,0,1945,,1100030.1945.1.12,ABBOTSFORD A,,,10.6,
-122.36,49.02527777777778,0,13,,,0.8,,,BC,0.8,11.1,,,,,4.4,1,1945-01-13 00:00:00,,,,1100030,6.9,,,,0,1945,,1100030.1945.1.13,ABBOTSFORD A,,,9.4,
-122.36,49.02527777777778,0,14,,,0.8,,,BC,0.8,14.3,,,,,0.6,1,1945-01-14 00:00:00,,,,1100030,3.7,,,,0,1945,,1100030.1945.1.14,ABBOTSFORD A,,,6.7,
-122.36,49.02527777777778,0,15,,,1.3,,,BC,1.3,13.5,,,,,2.2,1,1945-01-15 00:00:00,,,,1100030,4.5,,,,0,1945,,1100030.1945.1.15,ABBOTSFORD A,,,6.7,
-122.36,49.02527777777778,0,16,,,18,,,BC,18,12.7,,,,,3.3,1,1945-01-16 00:00:00,,,,1100030,5.3,,,,0,1945,,1100030.1945.1.16,ABBOTSFORD A,,,7.2,
-122.36,49.02527777777778,0,17,,,31.2,,,BC,31.2,12.4,,,,,2.2,1,1945-01-17 00:00:00,,,,1100030,5.6,,,,0,1945,,1100030.1945.1.17,ABBOTSFORD A,,,8.9,
-122.36,49.02527777777778,0,18,,,6.6,,,BC,6.6,14.1,,,,,2.2,1,1945-01-18 00:00:00,,,,1100030,3.9,,,,0,1945,,1100030.1945.1.18,ABBOTSFORD A,,,5.6,
-122.36,49.02527777777778,0,19,,,0,,,BC,0,15.5,,,,,-1.7,1,1945-01-19 00:00:00,,,,1100030,2.5,,,,0,1945,,1100030.1945.1.19,ABBOTSFORD A,,,6.7,
-122.36,49.02527777777778,0,20,,,0,,,BC,0,18.9,,,,,-6.1,1,1945-01-20 00:00:00,,,,1100030,-0.9,,,,0,1945,,1100030.1945.1.20,ABBOTSFORD A,,,4.4,
-122.36,49.02527777777778,0,21,,,0,,,BC,0,17.7,,,,,-5.6,1,1945-01-21 00:00:00,,,,1100030,0.3,,,,0,1945,,1100030.1945.1.21,ABBOTSFORD A,,,6.1,
-122.36,49.02527777777778,0,22,,,0,,,BC,0,16.6,,,,,-3.9,1,1945-01-22 00:00:00,,,,1100030,1.4,,,,0,1945,,1100030.1945.1.22,ABBOTSFORD A,,,6.7,
-122.36,49.02527777777778,0,23,,,0,,,BC,0,17.1,,,,,-5,1,1945-01-23 00:00:00,,,,1100030,0.9,,,,0,1945,,1100030.1945.1.23,ABBOTSFORD A,,,6.7,
-122.36,49.02527777777778,0,24,,,0,,,BC,0,16.1,,,,,-5.6,1,1945-01-24 00:00:00,,,,1100030,1.9,,,,0,1945,,1100030.1945.1.24,ABBOTSFORD A,,,9.4,
-122.36,49.02527777777778,0,25,,,0,,,BC,0,15.7,,,,,-2.2,1,1945-01-25 00:00:00,,,,1100030,2.3,,,,0,1945,,1100030.1945.1.25,ABBOTSFORD A,,,6.7,
-122.36,49.02527777777778,0,26,,,0,,,BC,0,14.6,,,,,-3.3,1,1945-01-26 00:00:00,,,,1100030,3.4,,,,0,1945,,1100030.1945.1.26,ABBOTSFORD A,,,10,
-122.36,49.02527777777778,0,27,,,0,,,BC,0,16.3,,,,,-3.3,1,1945-01-27 00:00:00,,,,1100030,1.7,,,,0,1945,,1100030.1945.1.27,ABBOTSFORD A,,,6.7,
-122.36,49.02527777777778,0,28,,,0,,,BC,0,17.7,,,,,-5.6,1,1945-01-28 00:00:00,,,,1100030,0.3,,,,0,1945,,1100030.1945.1.28,ABBOTSFORD A,,,6.1,
-122.36,49.02527777777778,0,29,,,0,,,BC,0,18.6,,,,,-5,1,1945-01-29 00:00:00,,,,1100030,-0.6,,,,0,1945,,1100030.1945.1.29,ABBOTSFORD A,,,3.9,
-122.36,49.02527777777778,0,30,,,0,,,BC,0,15.2,,,,,-2.8,1,1945-01-30 00:00:00,,,,1100030,2.8,,,,0,1945,,1100030.1945.1.30,ABBOTSFORD A,,,8.3,
-122.36,49.02527777777778,0,31,,,0,,,BC,0,14.1,,,,,1.7,1,1945-01-31 00:00:00,T,,,1100030,3.9,,,T,0,1945,,1100030.1945.1.31,ABBOTSFORD A,,,6.1,
-122.36,49.02527777777778,0,1,,,3.3,,,BC,3.3,13,,,,,1.7,2,1945-02-01 00:00:00,,,,1100030,5,,,,0,1945,,1100030.1945.2.1,ABBOTSFORD A,,,8.3,
-122.36,49.02527777777778,0,2,,,6.4,,,BC,6.4,12.1,,,,,2.8,2,1945-02-02 00:00:00,,,,1100030,5.9,,,,0,1945,,1100030.1945.2.2,ABBOTSFORD A,,,8.9,
-122.36,49.02527777777778,0,3,,,13,,,BC,13,10.7,,,,,3.9,2,1945-02-03 00:00:00,,,,1100030,7.3,,,,0,1945,,1100030.1945.2.3,ABBOTSFORD A,,,10.6,
-122.36,49.02527777777778,0,4,,,18,,,BC,18,11.6,,,,,4.4,2,1945-02-04 00:00:00,,,,1100030,6.4,,,,0,1945,,1100030.1945.2.4,ABBOTSFORD A,,,8.3,
-122.36,49.02527777777778,0,5,,,3.6,,,BC,3.6,10.8,,,,,4.4,2,1945-02-05 00:00:00,,,,1100030,7.2,,,,0,1945,,1100030.1945.2.5,ABBOTSFORD A,,,10,
-122.36,49.02527777777778,0,6,,,28.2,,,BC,28.2,11.9,,,,,4.4,2,1945-02-06 00:00:00,,,,1100030,6.1,,,,0,1945,,1100030.1945.2.6,ABBOTSFORD A,,,7.8,
-122.36,49.02527777777778,0,7,,,34.8,,,BC,34.8,9.4,,,,,3.3,2,1945-02-07 00:00:00,,,,1100030,8.6,,,,0,1945,,1100030.1945.2.7,ABBOTSFORD A,,,13.9,
-122.36,49.02527777777778,0,8,,,25.9,,,BC,25.9,8.2,,,,,7.8,2,1945-02-08 00:00:00,,,,1100030,9.8,,,,0,1945,,1100030.1945.2.8,ABBOTSFORD A,,,11.7,
-122.36,49.02527777777778,0,9,,,2.8,,,BC,2.8,11.9,,,,,3.9,2,1945-02-09 00:00:00,,,,1100030,6.1,,,,0,1945,,1100030.1945.2.9,ABBOTSFORD A,,,8.3,
-122.36,49.02527777777778,0,10,,,1,,,BC,1,11.3,,,,,3.9,2,1945-02-10 00:00:00,,,,1100030,6.7,,,,0,1945,,1100030.1945.2.10,ABBOTSFORD A,,,9.4,
-122.36,49.02527777777778,0,11,,,1.8,,,BC,1.8,11.6,,,,,4.4,2,1945-02-11 00:00:00,,,,1100030,6.4,,,,0,1945,,1100030.1945.2.11,ABBOTSFORD A,,,8.3,
-122.36,49.02527777777778,0,12,,,0.5,,,BC,0.5,15.2,,,,,0,2,1945-02-12 00:00:00,,,,1100030,2.8,,,,0,1945,,1100030.1945.2.12,ABBOTSFORD A,,,5.6,
-122.36,49.02527777777778,0,13,,,0,,,BC,0,14.1,,,,,0.6,2,1945-02-13 00:00:00,,,,1100030,3.9,,,,0,1945,,1100030.1945.2.13,ABBOTSFORD A,,,7.2,
-122.36,49.02527777777778,0,14,,,0,,,BC,0,15.7,,,,,-2.2,2,1945-02-14 00:00:00,T,,,1100030,2.3,,,T,0,1945,,1100030.1945.2.14,ABBOTSFORD A,,,6.7,
-122.36,49.02527777777778,0,15,,,0,,,BC,0,14.4,,,,,1.1,2,1945-02-15 00:00:00,,,,1100030,3.6,,,,0,1945,,1100030.1945.2.15,ABBOTSFORD A,,,6.1,
-122.36,49.02527777777778,0,16,,,0,,,BC,0,16,,,,,-1.1,2,1945-02-16 00:00:00,,,,1100030,2,,,,0,1945,,1100030.1945.2.16,ABBOTSFORD A,,,5,
-122.36,49.02527777777778,0,17,,,0,,,BC,0,14.9,,,,,1.1,2,1945-02-17 00:00:00,,,,1100030,3.1,,,,0,1945,,1100030.1945.2.17,ABBOTSFORD A,,,5,
-122.36,49.02527777777778,0,18,,,0,,,BC,0,14.1,,,,,-0.6,2,1945-02-18 00:00:00,,,,1100030,3.9,,,,0,1945,,1100030.1945.2.18,ABBOTSFORD A,,,8.3,
-122.36,49.02527777777778,0,19,,,0.5,,,BC,0.5,17.7,,,,,-5,2,1945-02-19 00:00:00,,,,1100030,0.3,,,,0,1945,,1100030.1945.2.19,ABBOTSFORD A,,,5.6,
-122.36,49.02527777777778,0,20,,,1,,,BC,1,14.9,,,,,-1.1,2,1945-02-20 00:00:00,,,,1100030,3.1,,,,0,1945,,1100030.1945.2.20,ABBOTSFORD A,,,7.2,
-122.36,49.02527777777778,0,21,,,6.6,,,BC,6.6,14.9,,,,,-0.6,2,1945-02-21 00:00:00,,,,1100030,3.1,,,,0,1945,,1100030.1945.2.21,ABBOTSFORD A,,,6.7,
-122.36,49.02527777777778,0,22,,,6.9,,,BC,6.9,13.2,,,,,1.7,2,1945-02-22 00:00:00,,,,1100030,4.8,,,,0,1945,,1100030.1945.2.22,ABBOTSFORD A,,,7.8,
-122.36,49.02527777777778,0,23,,,0.3,,,BC,0.3,12.4,,,,,0.6,2,1945-02-23 00:00:00,,,,1100030,5.6,,,,0,1945,,1100030.1945.2.23,ABBOTSFORD A,,,10.6,
-122.36,49.02527777777778,0,24,,,0,,,BC,0,15.2,,,,,-3.3,2,1945-02-24 00:00:00,,,,1100030,2.8,,,,0,1945,,1100030.1945.2.24,ABBOTSFORD A,,,8.9,
-122.36,49.02527777777778,0,25,,,0,,,BC,0,13.5,,,,,-1.1,2,1945-02-25 00:00:00,T,,,1100030,4.5,,,T,0,1945,,1100030.1945.2.25,ABBOTSFORD A,,,10,
-122.36,49.02527777777778,0,26,,,10.9,,,BC,10.9,16,,,,,-1.7,2,1945-02-26 00:00:00,,,,1100030,2,,,,0,1945,,1100030.1945.2.26,ABBOTSFORD A,,,5.6,
-122.36,49.02527777777778,0,27,,,0,,,BC,0,13.8,,,,,-2.2,2,1945-02-27 00:00:00,,,,1100030,4.2,,,,0,1945,,1100030.1945.2.27,ABBOTSFORD A,,,10.6,
-122.36,49.02527777777778,0,28,,,0,,,BC,0,13.8,,,,,-1.1,2,1945-02-28 00:00:00,T,,,1100030,4.2,,,T,0,1945,,1100030.1945.2.28,ABBOTSFORD A,,,9.4,
-122.36,49.02527777777778,0,1,,,10.7,,,BC,10.7,12.7,,,,,-1.7,3,1945-03-01 00:00:00,,,,1100030,5.3,,,,0,1945,,1100030.1945.3.1,ABBOTSFORD A,,,12.2,
-122.36,49.02527777777778,0,2,,,0,,,BC,0,16.3,,,,,-2.8,3,1945-03-02 00:00:00,,,,1100030,1.7,,,,0,1945,,1100030.1945.3.2,ABBOTSFORD A,,,6.1,
